MONTH,PSCC2022,COMMODITY_DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
01,0106909007,- Other | Butterflies,No,860,UNITED STATES OF AMERICA,52.30,"4,950.00","1,818.00",0.00,0.00
01,0207141001,- - - Wings | A.  In-Quota,Net kg,412,JAPAN,"10,334.00","10,334.00","26,850.00",0.00,0.00
01,0207149001,- - - Other | Cuts,Net kg,412,JAPAN,"230,497.65","230,497.65","916,868.00",0.00,0.00
01,0207361001,- - - Fatty livers | A.  In-Quota,Net kg,412,JAPAN,11.00,11.00,250.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,032,ARGENTINA,"1,000.00","1,000.00","1,464.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,036,AUSTRALIA,"1,700.00","1,700.00",838.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,042,AZERBAIJAN,"1,200.00","1,200.00",624.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,064,BELGIUM,900.00,900.00,634.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,092,BRAZIL,"2,700.00","2,700.00","2,152.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,108,BRUNEI DARUSSALAM,"1,000.00","1,000.00",297.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,128,CANADA,"19,480.00","19,480.00","11,984.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"22,490.00","22,490.00","13,995.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,168,TAIWAN (REP. OF CHINA),"29,100.00","29,100.00","25,469.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,268,FRANCE,"2,900.00","2,900.00","7,392.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,309,GERMANY,"10,430.00","10,430.00","13,681.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,364,"HONG KONG, CHINA","60,437.00","60,437.00","55,686.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,376,INDIA,"1,300.00","1,300.00","1,554.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,396,ISRAEL,"2,550.00","2,550.00","2,369.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,400,ITALY,"2,600.00","2,600.00","4,454.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,412,JAPAN,"49,250.00","49,250.00","37,453.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,440,REPUBLIC OF KOREA,"13,800.00","13,800.00","11,086.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,444,KUWAIT,"1,800.00","1,800.00","2,546.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,484,MACAU,"3,400.00","3,400.00","1,668.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,500,MALAYSIA,"2,495.00","2,495.00","1,576.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,576,NETHERLANDS,"1,600.00","1,600.00","2,226.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,608,NORWAY,"1,400.00","1,400.00",927.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,648,POLAND,300.00,300.00,240.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,720,SINGAPORE,"9,200.00","9,200.00","7,235.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,732,"SOUTH AFRICA, REP. OF ",760.00,760.00,760.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,740,SPAIN,"1,000.00","1,000.00",244.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,780,THAILAND,"8,700.00","8,700.00","5,538.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,200.00","1,200.00",885.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,844,QATAR,300.00,300.00,260.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"17,825.00","17,825.00","20,384.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,860,UNITED STATES OF AMERICA,"201,471.00","201,471.00","222,869.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,892,VIETNAM,100.00,100.00,100.00,0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"672,200.00","671,700.00","2,583,351.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,168,TAIWAN (REP. OF CHINA),"124,000.00","124,000.00","273,000.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,364,"HONG KONG, CHINA","3,800.00","4,000.00","16,600.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,412,JAPAN,"1,600.00","1,600.00","7,000.00",0.00,0.00
01,0301992100,- - - - For breeding,Gross kg,440,REPUBLIC OF KOREA,700.00,700.00,83.00,0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"16,025.00","16,025.00","72,850.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,168,TAIWAN (REP. OF CHINA),"2,666.00","2,666.00","7,500.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,364,"HONG KONG, CHINA","1,103,132.00","1,103,132.00","4,258,964.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,484,MACAU,"337,646.00","337,646.00","1,075,570.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,860,UNITED STATES OF AMERICA,690.00,690.00,700.00,0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,868,GUAM,120.00,120.00,140.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,128,CANADA,500.00,500.00,247.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"10,033.00","10,033.00","46,400.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,168,TAIWAN (REP. OF CHINA),300.00,300.00,"6,400.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,364,"HONG KONG, CHINA","37,673.00","37,673.00","100,611.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,440,REPUBLIC OF KOREA,"1,400.00","1,400.00",867.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,484,MACAU,829.00,829.00,"4,800.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,500,MALAYSIA,700.00,700.00,527.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,800,PACIFIC TRUST TERRITORY,23.00,23.00,90.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,200.00","1,200.00",606.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"1,000.00","1,000.00",548.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,860,UNITED STATES OF AMERICA,580.00,580.00,600.00,0.00,0.00
01,0302190000,- - Other,Net kg,168,TAIWAN (REP. OF CHINA),"3,000.00","3,000.00","4,000.00",0.00,0.00
01,0302190000,- - Other,Net kg,868,GUAM,536.00,536.00,690.00,0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,036,AUSTRALIA,600.00,600.00,"1,500.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,128,CANADA,"11,230.00","11,230.00","27,922.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,268,FRANCE,"15,000.00","15,000.00","50,000.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,309,GERMANY,"8,250.00","8,250.00","36,400.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,364,"HONG KONG, CHINA","12,600.00","12,600.00","40,400.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"27,750.00","27,750.00","75,000.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"17,723.75","17,723.75","47,744.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,576,NETHERLANDS,"77,150.00","77,150.00","267,200.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,720,SINGAPORE,"2,400.00","2,400.00","5,400.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,764,SWEDEN,"4,000.00","4,000.00","12,400.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,768,SWITZERLAND,"91,075.00","91,075.00","390,800.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,780,THAILAND,150.00,150.00,"1,850.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","11,750.00","11,750.00","36,500.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"103,128.00","103,128.00","315,467.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,868,GUAM,"1,590.00","1,590.00","2,748.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,872,HAWAII,"8,000.00","8,000.00","18,000.00",0.00,0.00
01,0302400000,"- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",Net kg,868,GUAM,180.00,180.00,221.00,0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,168,TAIWAN (REP. OF CHINA),"6,600.00","6,600.00","9,500.00",0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,364,"HONG KONG, CHINA","9,000.00","9,000.00","15,000.00",0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"5,387.00","5,387.00","6,115.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"30,375.00","30,375.00","36,750.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,168,TAIWAN (REP. OF CHINA),"189,025.00","189,025.00","211,700.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,364,"HONG KONG, CHINA","155,725.00","155,725.00","305,800.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,720,SINGAPORE,"1,800.00","1,800.00","1,800.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,868,GUAM,"28,437.82","28,437.82","41,403.00",0.00,0.00
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","5,100.00","5,100.00","14,500.00",0.00,0.00
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,"1,025.00","1,025.00","1,188.00",0.00,0.00
01,0302692009,- - - Freshwater fish | Other,Net kg,364,"HONG KONG, CHINA","4,500.00","4,500.00","7,500.00",0.00,0.00
01,0302692009,- - - Freshwater fish | Other,Net kg,868,GUAM,340.90,340.90,354.00,0.00,0.00
01,0303390000,- - Other,Net kg,860,UNITED STATES OF AMERICA,"4,848.00","4,848.00","24,082.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,236,EL SALVADOR,"192,000.00","192,000.00","441,600.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,268,FRANCE,"97,000.00","97,000.00","281,725.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,380,INDONESIA,"121,936.00","121,936.00","532,100.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"1,194,250.00","1,194,250.00","3,480,971.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"501,407.00","501,407.00","2,853,879.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,536,MEXICO,"78,210.00","78,210.00","306,876.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,740,SPAIN,"874,880.00","874,880.00","1,052,937.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,768,SWITZERLAND,"6,000.00","6,000.00","20,000.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"86,186.34","86,186.34","665,249.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,872,HAWAII,"21,713.50","21,713.50","215,600.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,892,VIETNAM,"50,000.00","50,000.00","87,500.00",0.00,0.00
01,0303490000,- - Other,Net kg ,440,REPUBLIC OF KOREA,"4,500.00","4,500.00","39,815.00",0.00,0.00
01,0303490000,- - Other,Net kg ,740,SPAIN,"156,420.00","156,420.00","714,780.00",0.00,0.00
01,0303490000,- - Other,Net kg ,860,UNITED STATES OF AMERICA,"68,901.28","68,901.28","57,000.00",0.00,0.00
01,0303740000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"1,042.00","1,042.00","1,716.00",0.00,0.00
01,0303760000,- - Eels (Anguilla spp.),Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"19,950.00","19,950.00","31,920.00",0.00,0.00
01,0303760000,- - Eels (Anguilla spp.),Net kg,892,VIETNAM,"26,209.00","26,209.00","173,448.00",0.00,0.00
01,0303791001,- - - Marine fish | Siganid (samaral),Net kg,860,UNITED STATES OF AMERICA,"19,508.00","19,508.00","89,988.00",0.00,0.00
01,0303791002,- - - Marine fish | Round scad (galunggong),Net kg,868,GUAM,240.00,240.00,267.00,0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"7,000.00","7,000.00","13,500.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,168,TAIWAN (REP. OF CHINA),"1,720.00","1,720.00","10,202.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,412,JAPAN,"68,712.32","68,712.32","180,265.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,484,MACAU,140.00,140.00,899.00,0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,780,THAILAND,"191,200.00","191,200.00","236,400.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,868,GUAM,50.00,50.00,72.00,0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,892,VIETNAM,"57,547.50","57,547.50","170,206.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,412,JAPAN,"1,000.00","1,000.00","6,450.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,440,REPUBLIC OF KOREA,"1,200.00","1,200.00","6,000.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,868,GUAM,756.00,756.00,"1,124.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"174,638.83","161,062.67","793,176.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,716.00,716.00,"1,132.00",0.00,0.00
01,0304100009,- Fresh or chilled | Other,Net kg,364,"HONG KONG, CHINA","6,648.00","6,648.00","38,870.00",0.00,0.00
01,0304100009,- Fresh or chilled | Other,Net kg,412,JAPAN,"20,949.00","20,949.00","240,323.00",0.00,0.00
01,0304100009,- Fresh or chilled | Other,Net kg,768,SWITZERLAND,500.00,500.00,"5,000.00",0.00,0.00
01,0304100009,- Fresh or chilled | Other,Net kg,860,UNITED STATES OF AMERICA,"3,750.00","3,750.00","9,000.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,400,ITALY,"50,000.00","50,000.00","266,242.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,720,SINGAPORE,800.00,800.00,"1,800.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,768,SWITZERLAND,"3,000.00","3,000.00","10,000.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,860,UNITED STATES OF AMERICA,"44,968.44","44,968.44","272,784.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,412,JAPAN,"119,344.20","119,344.20","519,748.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,780,THAILAND,"12,000.00","12,000.00","90,000.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,860,UNITED STATES OF AMERICA,26.50,26.50,26.00,1.00,1.00
01,0304900000,- Other,Net kg,740,SPAIN,"51,844.00","51,844.00","228,780.00",0.00,0.00
01,0304900000,- Other,Net kg,860,UNITED STATES OF AMERICA,"19,425.00","19,425.00","173,085.00",0.00,0.00
01,0305200000,"- Livers and roes of fish, dried, smoked, salted or in brine",Net kg,860,UNITED STATES OF AMERICA,576.00,576.00,"5,759.00",0.00,0.00
01,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,720,SINGAPORE,400.00,400.00,"1,508.00",0.00,0.00
01,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,860,UNITED STATES OF AMERICA,"2,181.00","2,181.00","12,887.00",0.00,0.00
01,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,868,GUAM,"6,325.00","6,325.00","41,550.00",0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,036,AUSTRALIA,"7,188.40","7,188.40","12,980.00",0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,412,JAPAN,"99,973.00","99,973.00","194,939.00",0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,444,KUWAIT,"33,110.75","33,110.75","21,106.00",0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"120,439.16","120,439.16","139,349.00",0.00,0.00
01,0305490019,- - Other | Other,Net kg,036,AUSTRALIA,"3,361.75","3,361.75","7,323.00",0.00,0.00
01,0305490019,- - Other | Other,Net kg,412,JAPAN,"118,103.50","118,103.50","559,623.00",0.00,0.00
01,0305490019,- - Other | Other,Net kg,440,REPUBLIC OF KOREA,"22,176.00","22,176.00","194,304.00",0.00,0.00
01,0305490019,- - Other | Other,Net kg,868,GUAM,382.00,382.00,578.00,0.00,0.00
01,0305599001,- - - Other | Anchovies,Net kg,860,UNITED STATES OF AMERICA,"2,100.00","2,100.00","10,975.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,036,AUSTRALIA,"89,870.70","87,815.39","166,511.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,052,BAHRAIN,"25,802.40","25,802.40","46,282.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,128,CANADA,"31,198.61","31,198.61","54,526.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,168,TAIWAN (REP. OF CHINA),"38,600.00","38,600.00","47,680.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,204,CYPRUS,"9,600.00","9,600.00","8,622.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,364,"HONG KONG, CHINA",200.00,200.00,640.00,0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,400,ITALY,"34,515.35","34,515.35","53,713.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,424,JORDAN,"27,640.35","27,640.35","44,343.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,444,KUWAIT,"11,877.84","11,877.84","32,842.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,576,NETHERLANDS,"19,500.00","19,500.00","22,500.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,704,SAUDI ARABIA,"223,348.00","223,348.00","257,724.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,768,SWITZERLAND,"18,500.00","18,500.00","30,393.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","492,903.18","492,903.18","709,529.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,840,OMAN,"76,624.80","76,624.80","89,329.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,844,QATAR,"55,494.14","55,494.14","82,186.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"179,045.90","179,045.90","191,713.00",0.00,0.00
01,0305599004,- - - Other | Milkfish (bangus),Net kg,868,GUAM,"20,838.26","18,166.69","27,764.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,168,TAIWAN (REP. OF CHINA),"6,300.00","6,300.00","7,200.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,364,"HONG KONG, CHINA","2,840.00","2,840.00","32,730.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,860,UNITED STATES OF AMERICA,450.00,450.00,"2,352.00",0.00,0.00
01,0306120000,- - Lobsters (Homarus spp.),Net kg,364,"HONG KONG, CHINA",525.00,525.00,"5,400.00",0.00,0.00
01,0306120000,- - Lobsters (Homarus spp.),Net kg,484,MACAU,225.00,225.00,"1,500.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,364,"HONG KONG, CHINA","6,992.00","6,992.00","18,150.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,412,JAPAN,"114,899.00","114,899.00","839,417.00",1.00,1.00
01,0306130000,- - Shrimps and prawns,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","12,000.00","12,000.00","137,890.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,860,UNITED STATES OF AMERICA,"229,280.00","229,280.00","1,698,959.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,868,GUAM,453.00,453.00,"1,189.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"10,200.00","10,200.00","46,000.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,168,TAIWAN (REP. OF CHINA),"1,200.00","1,200.00","7,000.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,364,"HONG KONG, CHINA","14,150.00","14,150.00","67,200.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,484,MACAU,225.00,225.00,"1,050.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,720,SINGAPORE,225.00,225.00,"1,400.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,868,GUAM,993.00,993.00,"1,900.00",0.00,0.00
01,0306212000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA",562.50,562.50,"5,400.00",0.00,0.00
01,0306212000,"- - - Other, live",Net kg,484,MACAU,62.50,62.50,500.00,0.00,0.00
01,0306222000,"- - - Other, live",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"54,599.00","54,599.00","284,500.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,168,TAIWAN (REP. OF CHINA),"58,098.00","58,098.00","198,800.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","171,862.00","171,862.00","663,025.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,484,MACAU,"70,509.50","73,385.50","214,990.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,860,UNITED STATES OF AMERICA,420.00,420.00,"1,600.00",0.00,0.00
01,0306223000,- - - Fresh or chilled,Net kg,412,JAPAN,"11,520.00","11,520.00","118,973.00",0.00,0.00
01,0306231000,- - - Breeder,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"2,100.00","2,100.00","7,500.00",0.00,0.00
01,0306231000,- - - Breeder,Net kg,484,MACAU,600.00,600.00,600.00,0.00,0.00
01,0306231000,- - - Breeder,Net kg,860,UNITED STATES OF AMERICA,"9,012.00","9,012.00","170,387.00",0.00,0.00
01,0306231000,- - - Breeder,Net kg,868,GUAM,22.00,22.00,108.00,0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,700.00,700.00,"2,500.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,168,TAIWAN (REP. OF CHINA),"19,725.00","19,725.00","44,000.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA","8,272.00","8,272.00","38,400.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,412,JAPAN,10.00,10.00,200.00,0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,440,REPUBLIC OF KOREA,"1,000.00","1,000.00","16,200.00",0.00,0.00
