MONTH,PSCC2022,COMMODITY DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
09,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"5,450.00","5,450.00","20,600.00",0.00,0.00
09,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,364,"HONG KONG, CHINA","1,405,068.00","1,405,068.00","5,240,750.00",0.00,0.00
09,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,484,MACAU,"192,673.00","192,673.00","673,160.00",0.00,0.00
09,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,720,SINGAPORE,"3,114.00","3,114.00","4,800.00",0.00,0.00
09,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,892,VIETNAM,110.00,110.00,240.00,0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"10,991.00","10,991.00","39,580.00",0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,168,TAIWAN (REP. OF CHINA),"1,100.00","1,100.00","1,217.00",0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,364,"HONG KONG, CHINA","29,839.00","29,839.00","144,903.00",0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,412,JAPAN,"1,650.00","1,650.00","2,297.00",0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,484,MACAU,456.00,456.00,"2,400.00",0.00,0.00
09,0301993009,- - - Other marine fish | Other,Gross kg,860,UNITED STATES OF AMERICA,"3,200.00","3,200.00","4,123.00",0.00,0.00
09,0302190000,- - Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"7,500.00","7,500.00","15,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,128,CANADA,"11,083.00","10,140.00","24,380.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,164,PEOPLE'S REPUBLIC OF CHINA,"4,500.00","4,500.00","9,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,268,FRANCE,"9,000.00","8,850.00","30,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,309,GERMANY,"24,500.00","23,740.00","95,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,364,"HONG KONG, CHINA","13,725.00","12,627.00","42,960.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"15,750.00","15,450.00","45,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"364,037.00","342,657.00","798,761.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,576,NETHERLANDS,"40,000.00","38,960.00","181,200.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,704,SAUDI ARABIA,"4,000.00","3,500.00","16,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,768,SWITZERLAND,"33,525.00","31,663.00","154,400.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","5,250.00","5,150.00","15,000.00",0.00,0.00
09,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"163,406.00","154,187.00","760,680.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,128,CANADA,500.00,460.00,"2,250.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,168,TAIWAN (REP. OF CHINA),125.00,115.00,700.00,0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,268,FRANCE,"1,200.00","1,104.00","10,000.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,309,GERMANY,"10,500.00","10,500.00","34,400.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,364,"HONG KONG, CHINA",300.00,300.00,"2,200.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,400,ITALY,"12,000.00","12,000.00","30,000.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,452,LEBANON,"1,500.00","1,500.00","3,360.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,576,NETHERLANDS,"12,500.00","12,420.00","43,800.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,768,SWITZERLAND,"27,000.00","26,000.00","127,200.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,780,THAILAND,"1,650.00","1,554.00","13,000.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","1,000.00","1,000.00","2,500.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,860,UNITED STATES OF AMERICA,"7,974.00","7,262.00","25,550.00",0.00,0.00
09,0302330000,- - Skipjack or stripe-bellied bonito,Net kg ,868,GUAM,16.00,15.00,65.00,0.00,0.00
09,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,168,TAIWAN (REP. OF CHINA),"14,100.00","13,482.00","15,500.00",0.00,0.00
09,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,364,"HONG KONG, CHINA","15,300.00","14,900.00","28,500.00",0.00,0.00
09,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"3,156.00","3,070.00","4,404.00",0.00,0.00
09,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,869,"U.S. OCEANIA, N.E.S.",35.00,32.00,65.00,0.00,0.00
09,0302691000,- - - Marine fish,Net kg,128,CANADA,716.00,659.00,"1,720.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"89,200.00","84,156.00","160,207.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,168,TAIWAN (REP. OF CHINA),"257,400.00","247,366.00","413,209.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,268,FRANCE,"1,750.00","1,730.00","7,000.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,364,"HONG KONG, CHINA","125,875.00","119,531.00","262,290.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,440,REPUBLIC OF KOREA,338.00,311.00,"1,080.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,720,SINGAPORE,334.00,307.00,800.00,0.00,0.00
09,0302691000,- - - Marine fish,Net kg,768,SWITZERLAND,"2,175.00","2,000.00","6,400.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,868,GUAM,"23,314.00","22,254.00","34,110.00",0.00,0.00
09,0302691000,- - - Marine fish,Net kg,869,"U.S. OCEANIA, N.E.S.",200.00,184.00,325.00,0.00,0.00
09,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","5,406.00","5,300.00","15,900.00",0.00,0.00
09,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,"1,282.00","1,177.00","1,895.00",0.00,0.00
09,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,869,"U.S. OCEANIA, N.E.S.",35.00,32.00,65.00,0.00,0.00
09,0303290000,- - Other,Net kg,860,UNITED STATES OF AMERICA,"8,226.00","8,226.00","36,489.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"734,630.00","661,167.00","2,363,682.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"644,654.00","590,197.00","2,551,380.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,652,PORTUGAL,"338,910.00","305,019.00","1,368,081.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,740,SPAIN,"78,210.00","70,389.00","398,927.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,780,THAILAND,"126,220.00","113,595.00","491,750.00",0.00,0.00
09,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"24,532.00","22,079.00","217,039.00",0.00,0.00
09,0303740000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,364,"HONG KONG, CHINA","1,800.00","1,800.00","3,000.00",0.00,0.00
09,0303760000,- - Eels (Anguilla spp.),Net kg,168,TAIWAN (REP. OF CHINA),946.00,851.00,774.00,0.00,0.00
09,0303791004,- - - Marine fish | Shark fins,Net kg,412,JAPAN,20.00,18.00,150.00,0.00,0.00
09,0303791004,- - - Marine fish | Shark fins,Net kg,440,REPUBLIC OF KOREA,"1,600.00","1,520.00","11,200.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,900.00,900.00,"1,215.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,168,TAIWAN (REP. OF CHINA),"88,376.00","79,538.00","62,227.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,364,"HONG KONG, CHINA","20,850.00","18,870.00","55,800.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,412,JAPAN,"12,500.00","11,375.00","114,690.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,440,REPUBLIC OF KOREA,"13,500.00","12,150.00","33,000.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,484,MACAU,130.00,120.00,826.00,0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,780,THAILAND,"148,100.00","133,290.00","152,000.00",0.00,0.00
09,0303791009,- - - Marine fish | Other,Net kg,860,UNITED STATES OF AMERICA,"3,000.00","2,700.00","15,681.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,036,AUSTRALIA,"20,384.00","18,346.00","100,000.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,128,CANADA,"84,912.00","76,424.00","360,000.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,400,ITALY,"22,080.00","19,872.00","90,000.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,440,REPUBLIC OF KOREA,"19,000.00","17,100.00","29,210.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,720,SINGAPORE,"6,194.00","5,574.00","50,000.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","17,480.00","16,606.00","119,445.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"310,897.00","281,927.00","1,317,301.00",0.00,0.00
09,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,"8,505.00","7,655.00","50,000.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,128,CANADA,"1,000.00",920.00,"2,400.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,268,FRANCE,"37,650.00","34,578.00","127,000.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,364,"HONG KONG, CHINA","3,027.00","2,897.00","18,940.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,400,ITALY,"2,400.00","2,304.00","7,200.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,412,JAPAN,"3,000.00","2,700.00","10,000.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,648,POLAND,"1,200.00","1,104.00","10,000.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,720,SINGAPORE,"2,866.00","2,637.00","6,400.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,768,SWITZERLAND,"49,200.00","45,846.00","192,000.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,860,UNITED STATES OF AMERICA,"10,000.00","9,200.00","22,500.00",0.00,0.00
09,0304100001,- Fresh or chilled | Tuna fillet,Net kg,872,HAWAII,"6,000.00","5,520.00","13,500.00",0.00,0.00
09,0304100004,- Fresh or chilled | Catfish (hito) fillet,Net kg,892,VIETNAM,"11,204.00","10,400.00","21,632.00",0.00,0.00
09,0304100009,- Fresh or chilled | Other,Net kg,268,FRANCE,"1,250.00","1,150.00","10,000.00",0.00,0.00
09,0304100009,- Fresh or chilled | Other,Net kg,364,"HONG KONG, CHINA","2,433.00","2,255.00","15,960.00",0.00,0.00
09,0304200001,- Frozen fillets | Tuna,Net kg,396,ISRAEL,"250,000.00","231,250.00","1,040,256.00",0.00,0.00
09,0304200001,- Frozen fillets | Tuna,Net kg,400,ITALY,"175,000.00","160,000.00","838,950.00",0.00,0.00
09,0304200001,- Frozen fillets | Tuna,Net kg,412,JAPAN,"172,980.00","155,682.00","2,434,554.00",0.00,0.00
09,0304200001,- Frozen fillets | Tuna,Net kg,740,SPAIN,"100,000.00","90,000.00","748,210.00",0.00,0.00
09,0304200001,- Frozen fillets | Tuna,Net kg,860,UNITED STATES OF AMERICA,"65,253.00","58,727.00","738,787.00",0.00,0.00
09,0304200009,- Frozen fillets | Other,Net kg,168,TAIWAN (REP. OF CHINA),"5,298.00","4,768.00","5,976.00",0.00,0.00
09,0304200009,- Frozen fillets | Other,Net kg,412,JAPAN,"46,271.00","41,644.00","210,786.00",0.00,0.00
09,0304200009,- Frozen fillets | Other,Net kg,780,THAILAND,"12,000.00","10,800.00","90,000.00",0.00,0.00
09,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,412,JAPAN,51.00,50.00,147.00,0.00,0.00
09,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,720,SINGAPORE,510.00,492.00,"2,482.00",0.00,0.00
09,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,860,UNITED STATES OF AMERICA,"4,974.00","4,477.00","31,044.00",0.00,0.00
09,0305490001,- - Other | Milkfish (bangus),Net kg,720,SINGAPORE,108.00,104.00,534.00,0.00,0.00
09,0305490001,- - Other | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,8.00,7.00,49.00,0.00,0.00
09,0305490006,- - Other | Skipjack (guliasan),Net kg,412,JAPAN,"101,579.00","91,421.00","643,606.00",0.00,0.00
09,0305490006,- - Other | Skipjack (guliasan),Net kg,440,REPUBLIC OF KOREA,"22,176.00","20,539.00","104,544.00",0.00,0.00
09,0305490019,- - Other | Other,Net kg,168,TAIWAN (REP. OF CHINA),"20,050.00","18,045.00","20,000.00",0.00,0.00
09,0305490019,- - Other | Other,Net kg,412,JAPAN,"154,119.00","138,710.00","146,780.00",0.00,0.00
09,0305490019,- - Other | Other,Net kg,860,UNITED STATES OF AMERICA,8.00,7.00,48.00,0.00,0.00
09,0305591000,- - - Sharks' fins,Net kg,364,"HONG KONG, CHINA","3,100.00","2,844.00","25,000.00",0.00,0.00
09,0305591000,- - - Sharks' fins,Net kg,412,JAPAN,880.00,792.00,"16,171.00",0.00,0.00
09,0305599002,- - - Other | Herring,Net kg,036,AUSTRALIA,"2,631.00","2,499.00","5,658.00",0.00,0.00
09,0305599002,- - - Other | Herring,Net kg,704,SAUDI ARABIA,"4,891.00","4,500.00","14,843.00",0.00,0.00
09,0305599003,- - - Other | Mackerel,Net kg,704,SAUDI ARABIA,"1,226.00","1,128.00","4,000.00",0.00,0.00
09,0305599004,- - - Other | Milkfish (bangus),Net kg,440,REPUBLIC OF KOREA,"16,000.00","15,200.00","65,710.00",0.00,0.00
09,0305599013,- - - Other | Nemipterid (bisugo),Net kg,704,SAUDI ARABIA,"4,891.00","4,500.00","19,950.00",0.00,0.00
09,0305599015,- - - Other | Round scad (galunggong),Net kg,036,AUSTRALIA,495.00,470.00,522.00,0.00,0.00
09,0305599015,- - - Other | Round scad (galunggong),Net kg,704,SAUDI ARABIA,"1,226.00","1,128.00","5,000.00",0.00,0.00
09,0305599029,- - - Other | Other,Net kg,364,"HONG KONG, CHINA","3,270.00","3,027.00","23,915.00",0.00,0.00
09,0305599029,- - - Other | Other,Net kg,412,JAPAN,"25,405.00","24,180.00","174,133.00",0.00,0.00
09,0305599029,- - - Other | Other,Net kg,500,MALAYSIA,540.00,497.00,"3,200.00",0.00,0.00
09,0305599029,- - - Other | Other,Net kg,720,SINGAPORE,"1,650.00","1,485.00","18,000.00",0.00,0.00
09,0305599029,- - - Other | Other,Net kg,860,UNITED STATES OF AMERICA,"18,908.00","16,705.00","63,268.00",0.00,0.00
09,0305690019,- - Other | Other,Net kg,412,JAPAN,"14,040.00","14,000.00","13,816.00",0.00,0.00
09,0306120000,- - Lobsters (Homarus spp.),Net kg,164,PEOPLE'S REPUBLIC OF CHINA,225.00,225.00,927.00,0.00,0.00
09,0306120000,- - Lobsters (Homarus spp.),Net kg,168,TAIWAN (REP. OF CHINA),"3,168.00","2,851.00","17,670.00",0.00,0.00
09,0306130000,- - Shrimps and prawns,Net kg,168,TAIWAN (REP. OF CHINA),"34,996.00","31,496.00","137,111.00",0.00,0.00
09,0306130000,- - Shrimps and prawns,Net kg,268,FRANCE,"24,000.00","21,600.00","252,854.00",0.00,0.00
09,0306130000,- - Shrimps and prawns,Net kg,364,"HONG KONG, CHINA","6,992.00","6,293.00","18,150.00",0.00,0.00
09,0306130000,- - Shrimps and prawns,Net kg,412,JAPAN,"685,292.00","616,964.00","5,003,831.00",6.00,6.00
09,0306130000,- - Shrimps and prawns,Net kg,532,MAURITIUS,"23,000.00","20,700.00","115,000.00",0.00,0.00
09,0306130000,- - Shrimps and prawns,Net kg,860,UNITED STATES OF AMERICA,"247,366.00","222,629.00","1,663,369.00",1.00,1.00
09,0306130000,- - Shrimps and prawns,Net kg,868,GUAM,"17,100.00","15,390.00","171,296.00",0.00,0.00
09,0306140000,- - Crabs,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,75.00,75.00,100.00,0.00,0.00
09,0306140000,- - Crabs,Net kg,168,TAIWAN (REP. OF CHINA),300.00,300.00,"1,400.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"52,991.00","50,459.00","362,750.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,168,TAIWAN (REP. OF CHINA),"19,125.00","18,205.00","156,500.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","104,975.00","99,968.00","670,850.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,484,MACAU,"16,720.00","15,668.00","135,900.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,720,SINGAPORE,126.00,116.00,"1,000.00",0.00,0.00
09,0306222000,"- - - Other, live",Net kg,860,UNITED STATES OF AMERICA,120.00,110.00,800.00,0.00,0.00
09,0306222000,"- - - Other, live",Net kg,892,VIETNAM,"1,288.00","1,257.00","8,180.00",0.00,0.00
09,0306232000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","15,398.00","14,617.00","125,400.00",0.00,0.00
09,0306232000,"- - - Other, live",Net kg,412,JAPAN,"40,380.00","37,150.00","272,471.00",0.00,0.00
09,0306232000,"- - - Other, live",Net kg,440,REPUBLIC OF KOREA,144.00,130.00,"2,347.00",0.00,0.00
09,0306232000,"- - - Other, live",Net kg,484,MACAU,854.00,814.00,"3,500.00",0.00,0.00
09,0306232000,"- - - Other, live",Net kg,720,SINGAPORE,276.00,266.00,"1,400.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,500.00","1,500.00","3,000.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,168,TAIWAN (REP. OF CHINA),"17,100.00","16,260.00","59,300.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA","6,740.00","6,625.00","22,500.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,440,REPUBLIC OF KOREA,"1,005.00",908.00,"14,292.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,626,"PALAU, REP. OF",450.00,450.00,"3,000.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","15,250.00","14,750.00","165,000.00",0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,868,GUAM,240.00,225.00,975.00,0.00,0.00
09,0306233000,- - - Fresh or chilled,Net kg,869,"U.S. OCEANIA, N.E.S.",16.00,15.00,65.00,0.00,0.00
09,0306234000,- - - Dried,Net kg,412,JAPAN,"1,496.00","1,346.00","24,480.00",0.00,0.00
09,0306241000,- - - Live,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"128,710.00","126,724.00","641,450.00",0.00,0.00
09,0306241000,- - - Live,Net kg,168,TAIWAN (REP. OF CHINA),"226,750.00","225,750.00","1,074,500.00",0.00,0.00
09,0306241000,- - - Live,Net kg,364,"HONG KONG, CHINA","495,403.00","489,590.00","2,261,775.00",0.00,0.00
09,0306241000,- - - Live,Net kg,412,JAPAN,"4,300.00","4,136.00","17,745.00",0.00,0.00
09,0306241000,- - - Live,Net kg,440,REPUBLIC OF KOREA,555.00,520.00,"1,478.00",0.00,0.00
09,0306241000,- - - Live,Net kg,484,MACAU,"36,924.00","36,714.00","152,390.00",0.00,0.00
09,0306241000,- - - Live,Net kg,626,"PALAU, REP. OF","5,390.00","5,324.00","34,624.00",0.00,0.00
09,0306241000,- - - Live,Net kg,720,SINGAPORE,"146,130.00","143,216.00","772,054.00",0.00,0.00
09,0306241000,- - - Live,Net kg,860,UNITED STATES OF AMERICA,60.00,55.00,350.00,0.00,0.00
09,0306242000,- - - Fresh or chilled,Net kg,868,GUAM,"2,185.00","2,080.00","4,354.00",0.00,0.00
09,0306242000,- - - Fresh or chilled,Net kg,869,"U.S. OCEANIA, N.E.S.",35.00,32.00,130.00,0.00,0.00
09,0306291000,- - - Live,Net kg,168,TAIWAN (REP. OF CHINA),"1,800.00","1,800.00","1,500.00",0.00,0.00
09,0306291000,- - - Live,Net kg,868,GUAM,238.00,210.00,310.00,0.00,0.00
09,0307212000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA","9,900.00","9,405.00","45,864.00",0.00,0.00
09,0307291000,- - - Frozen,Net kg,412,JAPAN,"1,000.00",950.00,"5,000.00",0.00,0.00
09,0307291000,- - - Frozen,Net kg,808,TURKEY,"23,500.00","22,325.00","170,000.00",0.00,0.00
09,0307291000,- - - Frozen,Net kg,892,VIETNAM,100.00,92.00,80.00,0.00,0.00
09,0307412000,- - - Fresh or chilled,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,500.00","1,500.00","3,000.00",0.00,0.00
09,0307412000,- - - Fresh or chilled,Net kg,868,GUAM,"1,568.00","1,492.00","1,970.00",0.00,0.00
09,0307491000,- - - Frozen,Net kg,168,TAIWAN (REP. OF CHINA),"136,129.00","128,690.00","362,025.00",0.00,0.00
09,0307491000,- - - Frozen,Net kg,364,"HONG KONG, CHINA","104,533.00","99,306.00","520,079.00",0.00,0.00
09,0307491000,- - - Frozen,Net kg,412,JAPAN,"79,857.00","75,864.00","652,610.00",1.00,1.00
09,0307491000,- - - Frozen,Net kg,780,THAILAND,"25,473.00","24,199.00","161,008.00",0.00,0.00
09,0307491000,- - - Frozen,Net kg,892,VIETNAM,"22,318.00","21,202.00","120,300.00",0.00,0.00
09,0307492000,"- - - Dried, salted or in brine",Net kg,892,VIETNAM,"78,780.00","74,841.00","175,500.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,128,CANADA,"23,000.00","21,850.00","110,000.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,168,TAIWAN (REP. OF CHINA),"21,000.00","19,950.00","20,000.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,380,INDONESIA,"14,000.00","13,300.00","37,726.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,396,ISRAEL,"5,200.00","4,928.00","33,840.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,412,JAPAN,"15,002.00","14,252.00","111,870.00",1.00,1.00
09,0307591000,- - - Frozen,Net kg,440,REPUBLIC OF KOREA,"47,863.00","45,470.00","219,018.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,808,TURKEY,"23,500.00","22,325.00","19,125.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,860,UNITED STATES OF AMERICA,"301,622.00","286,544.00","1,120,244.00",0.00,0.00
09,0307591000,- - - Frozen,Net kg,892,VIETNAM,"65,850.00","62,558.00","243,425.00",0.00,0.00
09,0307911001,- - - Live | Clams,Net kg,168,TAIWAN (REP. OF CHINA),"7,750.00","7,190.00","16,600.00",0.00,0.00
09,0307911005,- - - Live | Ruditapes,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"33,150.00","30,552.00","86,520.00",0.00,0.00
09,0307911005,- - - Live | Ruditapes,Net kg,168,TAIWAN (REP. OF CHINA),"108,400.00","99,728.00","237,000.00",0.00,0.00
09,0307911005,- - - Live | Ruditapes,Net kg,364,"HONG KONG, CHINA","133,370.00","127,084.00","345,500.00",0.00,0.00
09,0307911005,- - - Live | Ruditapes,Net kg,720,SINGAPORE,"1,374.00","1,374.00",900.00,0.00,0.00
09,0307911009,- - - Live | Other,Net kg,500,MALAYSIA,200.00,184.00,172.00,0.00,0.00
09,0307991004,- - - Frozen | Abalone,Net kg,440,REPUBLIC OF KOREA,"1,060.00","1,000.00","42,400.00",0.00,0.00
09,0307991009,- - - Frozen | Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,300.00,300.00,"1,006.00",0.00,0.00
09,0307991009,- - - Frozen | Other,Net kg,168,TAIWAN (REP. OF CHINA),"54,400.00","51,680.00","21,520.00",0.00,0.00
09,0307991009,- - - Frozen | Other,Net kg,412,JAPAN,"1,200.00","1,104.00","3,500.00",0.00,0.00
09,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,364,"HONG KONG, CHINA","22,183.00","20,708.00","156,763.00",0.00,0.00
09,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,440,REPUBLIC OF KOREA,"1,552.00","1,508.00","111,418.00",0.00,0.00
09,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,500,MALAYSIA,262.00,252.00,"19,723.00",0.00,0.00
09,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,720,SINGAPORE,"1,163.00","1,113.00","111,205.00",0.00,660.00
09,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,892,VIETNAM,"57,594.00","54,714.00","253,400.00",0.00,0.00
09,0401200000,"- Of a fat content, by weight, exceeding 1% but not exceeding 6% | Of a fat content, by weight, exceeding 1% but not exceeding 6%",Net kg,608,NORWAY,"4,779.00","4,779.00","17,856.00",0.00,0.00
09,0402291009,- - - In powder form | B. Other,Net kg,036,AUSTRALIA,"36,225.00","34,413.00","186,446.00",0.00,0.00
