MONTH,PSCC2022,COMMODITY DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
01,0105111000,- - - Breeding fowls,No,108,BRUNEI DARUSSALAM,242.00,"3,630.00","18,376.00",0.00,0.00
01,0105921001,- - - Breeding fowls | Hens,No,892,VIETNAM,80.00,50.00,626.00,0.00,0.00
01,0106200002,- Reptiles (including snakes and turtles) | Turtles,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"43,400.00","43,400.00","42,400.00",0.00,0.00
01,0106200002,- Reptiles (including snakes and turtles) | Turtles,Gross kg,168,TAIWAN (REP. OF CHINA),"9,700.00","9,700.00","13,500.00",0.00,0.00
01,0106320000,"- - Psittaciformes (including parrots, parakeets, macaws an cockatoos) | - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)",No,168,TAIWAN (REP. OF CHINA),70.00,16.00,"1,600.00",0.00,0.00
01,0106320000,"- - Psittaciformes (including parrots, parakeets, macaws an cockatoos) | - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)",No,624,"PAKISTAN, ISLAMIC REP. OF",80.00,540.00,"1,620.00",0.00,0.00
01,0106320000,"- - Psittaciformes (including parrots, parakeets, macaws an cockatoos) | - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)",No,720,SINGAPORE,60.00,9.00,"1,170.00",0.00,0.00
01,0106320000,"- - Psittaciformes (including parrots, parakeets, macaws an cockatoos) | - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)",No,780,THAILAND,320.00,80.00,"34,180.00",0.00,0.00
01,0106909007,- Other | Butterflies,No,128,CANADA,18.00,"7,637.00","3,436.00",0.00,0.00
01,0106909007,- Other | Butterflies,No,592,NEW ZEALAND,12.00,"5,190.00","1,616.00",0.00,0.00
01,0106909007,- Other | Butterflies,No,720,SINGAPORE,2.00,800.00,240.00,0.00,0.00
01,0106909007,- Other | Butterflies,No,820,RUSSIAN FEDERATION,4.00,"1,155.00",208.00,0.00,0.00
01,0106909007,- Other | Butterflies,No,836,"UNITED ARAB EMIRATES, N.E.S.",20.00,"8,000.00","1,611.00",0.00,0.00
01,0106909007,- Other | Butterflies,No,856,UK OF GREAT BRITAIN AND N. IRELAND,9.00,"5,800.00","1,725.00",0.00,0.00
01,0106909007,- Other | Butterflies,No,860,UNITED STATES OF AMERICA,5.00,"2,114.00","1,243.00",0.00,0.00
01,0207149001,- - - Other | Cuts,Net kg,412,JAPAN,"181,873.00","172,779.00","616,337.00",0.00,0.00
01,0210199009,- - - Other | Other,Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","4,597.00","3,284.00","9,966.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,036,AUSTRALIA,"3,300.00","3,300.00","1,846.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,064,BELGIUM,"1,400.00","1,400.00","1,116.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,108,BRUNEI DARUSSALAM,"1,000.00","1,000.00",290.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,128,CANADA,"19,450.00","19,450.00","12,932.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"77,250.00","77,250.00","40,725.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,168,TAIWAN (REP. OF CHINA),"68,600.00","68,600.00","71,389.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,212,DENMARK,"3,000.00","3,000.00","1,578.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,268,FRANCE,900.00,900.00,"1,141.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,309,GERMANY,"8,650.00","8,650.00","9,560.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,364,"HONG KONG, CHINA","47,520.00","47,520.00","27,958.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,396,ISRAEL,"5,200.00","5,200.00","5,600.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,400,ITALY,"4,500.00","4,500.00","4,497.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,412,JAPAN,"40,450.00","40,450.00","28,752.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,440,REPUBLIC OF KOREA,"21,150.00","21,150.00","16,754.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,444,KUWAIT,"1,700.00","1,700.00","4,257.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,484,MACAU,"2,100.00","2,100.00","1,326.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,500,MALAYSIA,"3,900.00","3,900.00","1,523.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,576,NETHERLANDS,"1,600.00","1,600.00","2,817.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,648,POLAND,"2,000.00","2,000.00",605.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,720,SINGAPORE,"9,600.00","9,600.00","8,333.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,732,"SOUTH AFRICA, REP. OF ","1,300.00","1,300.00","1,206.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,740,SPAIN,300.00,300.00,398.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,780,THAILAND,"8,800.00","8,800.00","3,847.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,808,TURKEY,700.00,700.00,467.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,832,UKRAINE (UKRAINIAN S.S.R.),"1,350.00","1,350.00","1,164.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,800.00","1,800.00","1,375.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,840,OMAN,500.00,500.00,400.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,844,QATAR,480.00,480.00,452.00,0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"21,820.00","21,820.00","24,004.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,860,UNITED STATES OF AMERICA,"227,480.00","227,480.00","226,974.00",0.00,0.00
01,0301102000,"- - Other, marine fish",Gross kg,872,HAWAII,"1,570.00","1,570.00","1,200.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,128,CANADA,"1,200.00","1,200.00","4,500.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"581,500.00","581,500.00","2,064,500.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,168,TAIWAN (REP. OF CHINA),"130,000.00","130,000.00","418,600.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,364,"HONG KONG, CHINA",250.00,250.00,"2,100.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,412,JAPAN,650.00,650.00,"2,475.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,440,REPUBLIC OF KOREA,"3,310.00","3,310.00","16,320.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,576,NETHERLANDS,900.00,900.00,"3,200.00",0.00,0.00
01,0301920000,- - Eels (Anguilla spp.),Gross kg,768,SWITZERLAND,"2,700.00","2,700.00","7,600.00",0.00,0.00
01,0301992100,- - - - For breeding,Gross kg,380,INDONESIA,"2,064.00","2,064.00","1,375.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,685.00","1,685.00","4,840.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,168,TAIWAN (REP. OF CHINA),"9,200.00","9,200.00","19,800.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,364,"HONG KONG, CHINA","1,154,476.00","1,154,476.00","3,231,925.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,484,MACAU,"294,481.00","294,481.00","799,520.00",0.00,0.00
01,0301993002,- - - Other marine fish | Lapu-lapu,Gross kg,892,VIETNAM,219.00,219.00,180.00,0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,800.00,800.00,"3,500.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,364,"HONG KONG, CHINA","28,865.00","28,865.00","87,800.00",0.00,0.00
01,0301993009,- - - Other marine fish | Other,Gross kg,484,MACAU,256.00,256.00,"2,400.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,064,BELGIUM,"3,750.00","3,000.00","10,000.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,128,CANADA,"43,550.00","34,820.00","113,650.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,309,GERMANY,"8,750.00","7,300.00","45,600.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,364,"HONG KONG, CHINA","12,300.00","9,300.00","40,600.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"20,625.00","16,500.00","77,500.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,424,JORDAN,850.00,640.00,"2,560.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,576,NETHERLANDS,"21,950.00","18,400.00","107,300.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,720,SINGAPORE,"1,600.00","1,520.00","3,200.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,740,SPAIN,"1,650.00","1,500.00","15,000.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,768,SWITZERLAND,"40,300.00","32,200.00","221,800.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,836,"UNITED ARAB EMIRATES, N.E.S.","7,275.00","6,150.00","29,100.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"44,150.00","35,200.00","161,100.00",0.00,0.00
01,0302320000,- - Yellowfin tunas (Thunnus albacares),Net kg ,872,HAWAII,"2,500.00","2,000.00","6,000.00",0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,168,TAIWAN (REP. OF CHINA),"12,750.00","10,200.00","17,000.00",0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,364,"HONG KONG, CHINA","7,500.00","6,000.00","15,000.00",0.00,0.00
01,0302640000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Net kg,868,GUAM,"4,959.00","4,626.00","6,656.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,128,CANADA,"1,000.00",800.00,"2,000.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"11,400.00","11,000.00","24,000.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,168,TAIWAN (REP. OF CHINA),"120,825.00","101,400.00","158,800.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,364,"HONG KONG, CHINA","122,775.00","107,480.00","284,100.00",0.00,0.00
01,0302691000,- - - Marine fish,Net kg,720,SINGAPORE,200.00,160.00,400.00,0.00,0.00
01,0302691000,- - - Marine fish,Net kg,768,SWITZERLAND,500.00,500.00,900.00,0.00,0.00
01,0302691000,- - - Marine fish,Net kg,800,PACIFIC TRUST TERRITORY,75.00,65.00,190.00,0.00,0.00
01,0302691000,- - - Marine fish,Net kg,868,GUAM,"30,548.00","27,377.00","43,233.00",0.00,0.00
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","9,520.00","8,000.00","23,200.00",0.00,0.00
01,0302692001,- - - Freshwater fish | Milkfish (bangus),Net kg,868,GUAM,"1,396.00","1,130.00","2,120.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,064,BELGIUM,30.00,27.00,100.00,0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,236,EL SALVADOR,"48,000.00","43,200.00","86,400.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,400,ITALY,"219,000.00","208,050.00","416,484.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,412,JAPAN,"321,170.00","296,555.00","748,679.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,740,SPAIN,"216,000.00","194,400.00","361,646.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,780,THAILAND,"147,424.00","132,682.00","522,784.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,860,UNITED STATES OF AMERICA,"112,800.00","94,300.00","115,600.00",0.00,0.00
01,0303420000,- - Yellowfin tunas (Thunnus albacares),Net kg ,872,HAWAII,"22,000.00","20,000.00","215,600.00",0.00,0.00
01,0303430000,- - Skipjack or stripe-bellied bonito,Net kg ,412,JAPAN,"200,000.00","183,750.00","135,198.00",0.00,0.00
01,0303490000,- - Other,Net kg ,168,TAIWAN (REP. OF CHINA),"44,700.00","42,465.00","17,483.00",0.00,0.00
01,0303791002,- - - Marine fish | Round scad (galunggong),Net kg,860,UNITED STATES OF AMERICA,"25,560.00","23,004.00","79,852.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,412,JAPAN,"1,000.00",825.00,"8,250.00",0.00,0.00
01,0303791004,- - - Marine fish | Shark fins,Net kg,440,REPUBLIC OF KOREA,600.00,600.00,"4,000.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"8,000.00","7,500.00","19,889.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,168,TAIWAN (REP. OF CHINA),"55,701.00","50,132.00","33,607.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,440,REPUBLIC OF KOREA,620.00,590.00,"1,780.00",0.00,0.00
01,0303791009,- - - Marine fish | Other,Net kg,484,MACAU,125.00,110.00,688.00,0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,128,CANADA,"40,115.00","37,047.00","150,656.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,364,"HONG KONG, CHINA",111.00,83.00,455.00,0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","8,360.00","7,942.00","37,986.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,844,QATAR,"8,360.00","7,524.00","46,692.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"9,660.00","8,694.00","43,286.00",0.00,0.00
01,0303792001,- - - Freshwater fish | Milkfish (bangus),Net kg,860,UNITED STATES OF AMERICA,"141,300.00","129,282.00","527,011.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,128,CANADA,600.00,500.00,"2,250.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,364,"HONG KONG, CHINA","6,378.00","5,194.00","37,340.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,400,ITALY,"3,750.00","3,000.00","10,000.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,576,NETHERLANDS,"3,000.00","2,800.00","14,800.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,720,SINGAPORE,600.00,600.00,"1,200.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,768,SWITZERLAND,"6,700.00","5,800.00","23,200.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,860,UNITED STATES OF AMERICA,900.00,700.00,"2,100.00",0.00,0.00
01,0304100001,- Fresh or chilled | Tuna fillet,Net kg,872,HAWAII,"10,000.00","8,000.00","24,000.00",0.00,0.00
01,0304100009,- Fresh or chilled | Other,Net kg,364,"HONG KONG, CHINA","2,260.00","1,740.00","14,640.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,396,ISRAEL,"340,000.00","306,000.00","792,712.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,400,ITALY,"50,230.00","45,208.00","177,032.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,412,JAPAN,"139,970.00","125,974.00","1,895,430.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,860,UNITED STATES OF AMERICA,"152,507.00","136,938.00","1,646,297.00",0.00,0.00
01,0304200001,- Frozen fillets | Tuna,Net kg,872,HAWAII,"17,940.00","15,640.00","47,250.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,168,TAIWAN (REP. OF CHINA),"4,272.00","3,845.00","4,765.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,364,"HONG KONG, CHINA","28,970.00","27,522.00","201,580.00",0.00,0.00
01,0304200009,- Frozen fillets | Other,Net kg,412,JAPAN,"209,413.00","188,473.00","924,087.00",0.00,0.00
01,0305300001,"- Fish fillets, dried, salted or in brine, but not smoked | Milkfish (bangus)",Net kg,720,SINGAPORE,422.00,380.00,"1,642.00",0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,364,"HONG KONG, CHINA",19.00,15.00,69.00,0.00,0.00
01,0305490001,- - Other | Milkfish (bangus),Net kg,720,SINGAPORE,133.00,120.00,534.00,0.00,0.00
01,0305490006,- - Other | Skipjack (guliasan),Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"11,088.00","9,979.00","81,917.00",0.00,0.00
01,0305490006,- - Other | Skipjack (guliasan),Net kg,412,JAPAN,"238,367.00","218,339.00","1,156,582.00",0.00,0.00
01,0305490008,- - Other | Round scad (galunggong),Net kg,412,JAPAN,"32,400.00","24,000.00","24,494.00",0.00,0.00
01,0305490019,- - Other | Other,Net kg,364,"HONG KONG, CHINA",210.00,200.00,300.00,0.00,0.00
01,0305490019,- - Other | Other,Net kg,412,JAPAN,"231,058.00","207,956.00","886,767.00",0.00,0.00
01,0305591000,- - - Sharks' fins,Net kg,036,AUSTRALIA,"2,387.00","2,149.00","15,941.00",0.00,0.00
01,0305591000,- - - Sharks' fins,Net kg,364,"HONG KONG, CHINA","2,900.00","2,700.00","23,000.00",0.00,0.00
01,0305591000,- - - Sharks' fins,Net kg,412,JAPAN,630.00,567.00,"13,458.00",0.00,0.00
01,0305591000,- - - Sharks' fins,Net kg,500,MALAYSIA,808.00,800.00,"16,000.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,412,JAPAN,"13,200.00","11,880.00","172,626.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,452,LEBANON,56.00,50.00,153.00,0.00,0.00
01,0305599029,- - - Other | Other,Net kg,720,SINGAPORE,420.00,378.00,"3,173.00",0.00,0.00
01,0305599029,- - - Other | Other,Net kg,860,UNITED STATES OF AMERICA,"16,448.00","14,803.00","98,617.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,168,TAIWAN (REP. OF CHINA),"15,798.00","14,219.00","63,030.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,364,"HONG KONG, CHINA",125.00,100.00,500.00,0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,412,JAPAN,"103,736.00","93,473.00","664,115.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,440,REPUBLIC OF KOREA,"3,000.00","2,700.00","32,620.00",0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,484,MACAU,85.00,75.00,704.00,0.00,0.00
01,0306130000,- - Shrimps and prawns,Net kg,860,UNITED STATES OF AMERICA,"119,093.00","107,284.00","712,643.00",0.00,0.00
01,0306140000,- - Crabs,Net kg,364,"HONG KONG, CHINA","5,100.00","5,100.00","33,400.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"21,626.00","18,100.00","195,400.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,168,TAIWAN (REP. OF CHINA),"24,277.00","19,420.00","241,380.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","89,068.00","75,999.00","603,575.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,484,MACAU,"12,767.00","10,154.00","133,100.00",0.00,0.00
01,0306222000,"- - - Other, live",Net kg,892,VIETNAM,"1,006.00",905.00,"7,840.00",0.00,0.00
01,0306223000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA",80.00,60.00,720.00,0.00,0.00
01,0306232000,"- - - Other, live",Net kg,364,"HONG KONG, CHINA","7,000.00","7,000.00","33,600.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,168,TAIWAN (REP. OF CHINA),"19,625.00","17,000.00","82,500.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,364,"HONG KONG, CHINA","8,017.00","6,393.00","31,320.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,412,JAPAN,"8,000.00","6,153.00","45,102.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,484,MACAU,"2,400.00","2,400.00","4,800.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,626,"PALAU, REP. OF",625.00,500.00,"6,500.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","10,500.00","10,500.00","105,000.00",0.00,0.00
01,0306233000,- - - Fresh or chilled,Net kg,868,GUAM,298.00,268.00,"1,130.00",0.00,0.00
01,0306234000,- - - Dried,Net kg,412,JAPAN,"4,084.00","3,676.00","43,400.00",0.00,0.00
01,0306241000,- - - Live,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"151,425.00","148,350.00","761,400.00",0.00,0.00
01,0306241000,- - - Live,Net kg,168,TAIWAN (REP. OF CHINA),"219,300.00","217,600.00","1,068,700.00",0.00,0.00
01,0306241000,- - - Live,Net kg,364,"HONG KONG, CHINA","229,945.00","223,300.00","1,127,555.00",0.00,0.00
01,0306241000,- - - Live,Net kg,412,JAPAN,"3,250.00","3,200.00","15,400.00",0.00,0.00
01,0306241000,- - - Live,Net kg,440,REPUBLIC OF KOREA,215.00,198.00,920.00,0.00,0.00
01,0306241000,- - - Live,Net kg,484,MACAU,"32,399.00","32,322.00","149,630.00",0.00,0.00
01,0306241000,- - - Live,Net kg,626,"PALAU, REP. OF","3,750.00","3,750.00","19,342.00",0.00,0.00
01,0306241000,- - - Live,Net kg,720,SINGAPORE,"106,060.00","105,800.00","576,788.00",0.00,0.00
01,0306241000,- - - Live,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","4,500.00","4,500.00","45,000.00",0.00,0.00
01,0306241000,- - - Live,Net kg,868,GUAM,740.00,720.00,"1,320.00",0.00,0.00
01,0306242000,- - - Fresh or chilled,Net kg,868,GUAM,"1,942.00","1,756.00","3,508.00",0.00,0.00
01,0307291000,- - - Frozen,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"22,993.00","21,843.00","99,344.00",0.00,0.00
01,0307291000,- - - Frozen,Net kg,860,UNITED STATES OF AMERICA,"156,880.00","148,236.00","890,721.00",0.00,0.00
01,0307412000,- - - Fresh or chilled,Net kg,868,GUAM,"1,447.00","1,237.00","2,030.00",0.00,0.00
01,0307491000,- - - Frozen,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"25,823.00","24,193.00","100,884.00",0.00,0.00
01,0307491000,- - - Frozen,Net kg,168,TAIWAN (REP. OF CHINA),"64,538.00","61,311.00","220,476.00",0.00,0.00
01,0307491000,- - - Frozen,Net kg,364,"HONG KONG, CHINA","47,629.00","45,248.00","312,060.00",0.00,0.00
01,0307491000,- - - Frozen,Net kg,412,JAPAN,"8,000.00","7,600.00","70,000.00",0.00,0.00
01,0307491000,- - - Frozen,Net kg,780,THAILAND,"8,365.00","7,947.00","44,705.00",0.00,0.00
01,0307492000,"- - - Dried, salted or in brine",Net kg,892,VIETNAM,"50,500.00","47,976.00","36,400.00",0.00,0.00
01,0307591000,- - - Frozen,Net kg,440,REPUBLIC OF KOREA,"7,200.00","6,850.00","44,880.00",0.00,0.00
01,0307591000,- - - Frozen,Net kg,860,UNITED STATES OF AMERICA,"38,340.00","36,424.00","150,114.00",0.00,0.00
01,0307911001,- - - Live | Clams,Net kg,168,TAIWAN (REP. OF CHINA),"3,200.00","2,400.00","6,000.00",0.00,0.00
01,0307911001,- - - Live | Clams,Net kg,364,"HONG KONG, CHINA",400.00,300.00,400.00,0.00,0.00
01,0307911005,- - - Live | Ruditapes,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"16,200.00","13,500.00","40,500.00",0.00,0.00
01,0307911005,- - - Live | Ruditapes,Net kg,168,TAIWAN (REP. OF CHINA),"92,500.00","68,600.00","207,800.00",0.00,0.00
01,0307911005,- - - Live | Ruditapes,Net kg,364,"HONG KONG, CHINA","69,590.00","58,550.00","145,100.00",0.00,0.00
01,0307912004,- - - Fresh or chilled | Sea urchin,Net kg,780,THAILAND,220.00,215.00,"2,708.00",0.00,0.00
01,0307991004,- - - Frozen | Abalone,Net kg,440,REPUBLIC OF KOREA,"37,209.00","35,349.00","396,967.00",0.00,0.00
01,0307991005,- - - Frozen | Sea urchin,Net kg,412,JAPAN,14.00,14.00,200.00,0.00,0.00
01,0307991009,- - - Frozen | Other,Net kg,168,TAIWAN (REP. OF CHINA),"26,139.00","24,832.00","33,222.00",0.00,0.00
01,0307991009,- - - Frozen | Other,Net kg,364,"HONG KONG, CHINA","16,500.00","15,675.00","65,005.00",0.00,0.00
01,0307991009,- - - Frozen | Other,Net kg,412,JAPAN,"22,920.00","21,773.00","163,034.00",0.00,0.00
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,364,"HONG KONG, CHINA",192.00,181.00,"1,813.00",0.00,0.00
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,440,REPUBLIC OF KOREA,"2,758.00","2,717.00","227,709.00",0.00,0.00
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,500,MALAYSIA,603.00,587.00,"25,301.00",0.00,0.00
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,720,SINGAPORE,"1,992.00","1,916.00","94,493.00",0.00,0.00
01,0307992000,"- - - Beche-de-mer (trepang), dried, salted or in brine",Net kg,892,VIETNAM,"24,180.00","22,971.00","151,470.00",0.00,0.00
01,0402291009,- - - In powder form | B. Other,Net kg,016,AMERICAN SAMOA,"3,000.00","2,850.00","8,432.00",0.00,0.00
01,0402291009,- - - In powder form | B. Other,Net kg,056,BANGLADESH,"7,246.00","6,884.00","34,700.00",0.00,0.00
01,0402291009,- - - In powder form | B. Other,Net kg,124,CAMEROON,"36,807.00","34,967.00","130,343.00",0.00,0.00
