MONTH,PSCC2022,COMMODITY_DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
03,0801110000,- -  Desiccated,Net kg,808,TURKEY,"1,129,483","1,097,336","1,530,754",0,0
03,0801110000,- -  Desiccated,Net kg,820,RUSSIAN FEDERATION,"682,551","668,554","1,143,453",0,0
03,0801110000,- -  Desiccated,Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"557,920","546,005","932,433",0,0
03,0801110000,- -  Desiccated,Net kg,860,UNITED STATES OF AMERICA,"3,436,741","3,307,732","6,917,706",0,0
03,0801110000,- -  Desiccated,Net kg,884,URUGUAY,"105,417","100,931","219,055",0,0
03,0801190001,"Coconuts, fresh, young",Net kg,364,"HONG KONG, CHINA","108,000","77,144","14,000",0,0
03,0801190001,"Coconuts, fresh, young",Net kg,412,JAPAN,"13,635","9,739","4,591",0,0
03,0801190001,"Coconuts, fresh, young",Net kg,704,SAUDI ARABIA,28,23,25,0,0
03,0801190001,"Coconuts, fresh, young",Net kg,860,UNITED STATES OF AMERICA,"8,714","8,278","16,518",0,0
03,0801190002,"Coconuts, matured",Net kg,128,CANADA,"3,520","2,514",73,0,0
03,0801190002,"Coconuts, matured",Net kg,860,UNITED STATES OF AMERICA,"4,500","3,214","4,740",0,0
03,0801190003,"Coconut meat, grated",Net kg,036,AUSTRALIA,"32,512","30,827","65,168",0,0
03,0801190003,"Coconut meat, grated",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"8,534","8,092","9,660",0,0
03,0801190003,"Coconut meat, grated",Net kg,364,"HONG KONG, CHINA","6,480","4,629","30,636",0,0
03,0801190003,"Coconut meat, grated",Net kg,388,IRAQ,"77,400","73,388","84,000",0,0
03,0801190003,"Coconut meat, grated",Net kg,396,ISRAEL,"38,700","36,694","41,250",0,0
03,0801190003,"Coconut meat, grated",Net kg,860,UNITED STATES OF AMERICA,"4,530","3,353","8,124",0,0
03,0803100001,Fresh ,Gross kg,052,BAHRAIN,132,132,151,0,0
03,0803100001,Fresh ,Gross kg,364,"HONG KONG, CHINA","2,964","2,964","4,878",0,0
03,0803100001,Fresh ,Gross kg,412,JAPAN,"23,855","23,855","26,226",0,0
03,0803100001,Fresh ,Gross kg,444,KUWAIT,693,693,650,0,0
03,0803100001,Fresh ,Gross kg,704,SAUDI ARABIA,"3,206","3,206","3,745",0,0
03,0803100001,Fresh ,Gross kg,768,SWITZERLAND,155,155,270,0,0
03,0803100001,Fresh ,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","12,631","12,631","2,471",0,0
03,0803100001,Fresh ,Gross kg,840,OMAN,154,154,490,0,0
03,0803100001,Fresh ,Gross kg,844,QATAR,"2,347","2,347","2,625",0,0
03,0803100001,Fresh ,Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,472,472,"2,256",0,0
03,0803900001,Cavendish banana,Gross kg,052,BAHRAIN,"900,949","900,949","190,631",0,0
03,0803900001,Cavendish banana,Gross kg,108,BRUNEI DARUSSALAM,"13,130","13,130","9,424",0,0
03,0803900001,Cavendish banana,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"134,375,183","134,375,183","57,423,726",0,0
03,0803900001,Cavendish banana,Gross kg,364,"HONG KONG, CHINA","7,208,128","7,208,128","2,890,051",0,0
03,0803900001,Cavendish banana,Gross kg,384,"IRAN, ISLAMIC REP. OF","26,755,698","26,755,698","14,407,682",0,0
03,0803900001,Cavendish banana,Gross kg,388,IRAQ,"3,752,489","3,752,489","784,898",0,0
03,0803900001,Cavendish banana,Gross kg,412,JAPAN,"104,215,923","104,215,923","53,872,311",0,0
03,0803900001,Cavendish banana,Gross kg,440,REPUBLIC OF KOREA,"63,977,537","63,977,537","26,371,083",0,0
03,0803900001,Cavendish banana,Gross kg,444,KUWAIT,"1,976,619","1,976,619","653,750",0,0
03,0803900001,Cavendish banana,Gross kg,500,MALAYSIA,"1,241,374","1,241,374","481,810",0,0
03,0803900001,Cavendish banana,Gross kg,548,MONGOLIA,"109,853","109,853","70,683",0,0
03,0803900001,Cavendish banana,Gross kg,576,NETHERLANDS,40,40,27,0,0
03,0803900001,Cavendish banana,Gross kg,592,NEW ZEALAND,"1,617,336","1,617,336","1,075,348",0,0
03,0803900001,Cavendish banana,Gross kg,609,NORTHERN MARIANA ISLANDS,"64,680","64,680","27,720",0,0
03,0803900001,Cavendish banana,Gross kg,704,SAUDI ARABIA,"16,983,282","16,983,282","5,954,292",0,0
03,0803900001,Cavendish banana,Gross kg,720,SINGAPORE,"3,009,311","3,009,311","8,606,112",0,0
03,0803900001,Cavendish banana,Gross kg,780,THAILAND,387,387,174,0,0
03,0803900001,Cavendish banana,Gross kg,820,RUSSIAN FEDERATION,"178,640","178,640","60,491",0,0
03,0803900001,Cavendish banana,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","10,488,682","10,488,682","4,089,838",0,0
03,0803900001,Cavendish banana,Gross kg,840,OMAN,"1,484,042","1,484,042","552,356",0,0
03,0803900001,Cavendish banana,Gross kg,844,QATAR,"2,338,163","2,338,163","855,241",0,0
03,0803900001,Cavendish banana,Gross kg,868,GUAM,"46,893","46,893","28,234",0,0
03,0803900009,Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"12,037,300","12,037,300","5,007,017",0,0
03,0803900009,Other,Gross kg,364,"HONG KONG, CHINA","3,000","3,000","3,975",0,0
03,0803900009,Other,Gross kg,384,"IRAN, ISLAMIC REP. OF","5,130,057","5,130,057","1,602,068",0,0
03,0803900009,Other,Gross kg,412,JAPAN,"13,167,804","13,167,804","5,111,923",0,0
03,0803900009,Other,Gross kg,440,REPUBLIC OF KOREA,"4,010,160","4,010,160","1,413,522",0,0
03,0803900009,Other,Gross kg,444,KUWAIT,22,22,82,0,0
03,0803900009,Other,Gross kg,500,MALAYSIA,"43,120","43,120","17,248",0,0
03,0803900009,Other,Gross kg,609,NORTHERN MARIANA ISLANDS,"9,504","9,504","10,560",0,0
03,0803900009,Other,Gross kg,704,SAUDI ARABIA,"2,710,856","2,710,856","924,236",0,0
03,0803900009,Other,Gross kg,764,SWEDEN,"2,040","2,040","6,184",0,0
03,0803900009,Other,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,970,721","1,970,721","678,914",0,0
03,0803900009,Other,Gross kg,844,QATAR,"1,243,926","1,243,926","439,418",0,0
03,0804300001,Fresh,Gross kg,052,BAHRAIN,"34,320","34,320","21,216",0,0
03,0804300001,Fresh,Gross kg,108,BRUNEI DARUSSALAM,"7,100","7,100","3,295",0,0
03,0804300001,Fresh,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"10,452,724","10,452,724","5,384,490",0,0
03,0804300001,Fresh,Gross kg,364,"HONG KONG, CHINA","1,601,179","1,601,179","588,352",0,0
03,0804300001,Fresh,Gross kg,384,"IRAN, ISLAMIC REP. OF","1,690,890","1,690,890","821,783",0,0
03,0804300001,Fresh,Gross kg,412,JAPAN,"14,153,457","14,153,457","5,293,136",0,0
03,0804300001,Fresh,Gross kg,424,JORDAN,"41,860","41,860","12,430",0,0
03,0804300001,Fresh,Gross kg,440,REPUBLIC OF KOREA,"8,472,596","8,472,596","4,763,919",0,0
03,0804300001,Fresh,Gross kg,444,KUWAIT,"491,231","491,231","156,103",0,0
03,0804300001,Fresh,Gross kg,452,LEBANON,"162,240","162,240","48,174",0,0
03,0804300001,Fresh,Gross kg,592,NEW ZEALAND,"87,750","87,750","51,284",0,0
03,0804300001,Fresh,Gross kg,704,SAUDI ARABIA,"2,334,302","2,334,302","1,056,196",0,0
03,0804300001,Fresh,Gross kg,720,SINGAPORE,"409,179","409,179","200,100",0,0
03,0804300001,Fresh,Gross kg,820,RUSSIAN FEDERATION,"18,336","18,336","5,296",0,0
03,0804300001,Fresh,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","4,490,166","4,490,166","1,981,592",0,0
03,0804300001,Fresh,Gross kg,840,OMAN,"345,220","345,220","171,588",0,0
03,0804300001,Fresh,Gross kg,844,QATAR,"123,760","123,760","74,877",0,0
03,0804300001,Fresh,Gross kg,860,UNITED STATES OF AMERICA,275,275,"3,250",0,0
03,0804300002,Dried,Net kg,412,JAPAN,"68,781","53,796","429,420",0,0
03,0804300002,Dried,Net kg,500,MALAYSIA,224,172,"1,620",0,0
03,0804300002,Dried,Net kg,592,NEW ZEALAND,"5,412","4,158","55,836",0,0
03,0804300002,Dried,Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"2,750","2,113","30,192",0,0
03,0804300002,Dried,Net kg,860,UNITED STATES OF AMERICA,"1,145","1,022","12,140",0,0
03,0804300002,Dried,Net kg,872,HAWAII,"1,000","1,000","7,544",0,0
03,0804400000,-  Avocados,Gross kg,108,BRUNEI DARUSSALAM,"1,348","1,348","2,450",0,0
03,0804400000,-  Avocados,Gross kg,444,KUWAIT,79,79,112,0,0
03,0804400000,-  Avocados,Gross kg,500,MALAYSIA,"63,726","63,726","67,092",0,0
03,0804400000,-  Avocados,Gross kg,820,RUSSIAN FEDERATION,880,880,"1,403",0,0
03,0804400000,-  Avocados,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",134,134,34,0,0
03,0804502001,Fresh,Gross kg,052,BAHRAIN,368,368,"1,534",0,0
03,0804502001,Fresh,Gross kg,128,CANADA,"1,600","1,600","3,000",0,0
03,0804502001,Fresh,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,234,234,"1,216",0,0
03,0804502001,Fresh,Gross kg,309,GERMANY,776,776,"1,206",0,0
03,0804502001,Fresh,Gross kg,364,"HONG KONG, CHINA","773,083","773,083","688,342",0,0
03,0804502001,Fresh,Gross kg,412,JAPAN,"8,196","8,196","11,520",0,0
03,0804502001,Fresh,Gross kg,440,REPUBLIC OF KOREA,"218,043","218,043","403,380",0,0
03,0804502001,Fresh,Gross kg,444,KUWAIT,768,768,"1,850",0,0
03,0804502001,Fresh,Gross kg,500,MALAYSIA,"55,480","55,480","33,656",0,0
03,0804502001,Fresh,Gross kg,704,SAUDI ARABIA,"2,474","2,474","3,899",0,0
03,0804502001,Fresh,Gross kg,720,SINGAPORE,"6,500","6,500","12,103",0,0
03,0804502001,Fresh,Gross kg,764,SWEDEN,924,924,"5,348",0,0
03,0804502001,Fresh,Gross kg,768,SWITZERLAND,137,137,300,0,0
03,0804502001,Fresh,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","3,353","3,353","3,842",0,0
03,0804502001,Fresh,Gross kg,840,OMAN,224,224,"1,075",0,0
03,0804502001,Fresh,Gross kg,844,QATAR,"2,925","2,925","7,214",0,0
03,0804502001,Fresh,Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,240,240,"1,660",0,0
03,0804502002,Dried,Net kg,128,CANADA,"46,000","37,623","10,000",0,0
03,0804502002,Dried,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"16,146","13,206","162,500",0,0
03,0804502002,Dried,Net kg,168,TAIWAN (REP. OF CHINA),"2,800","2,290","26,400",0,0
03,0804502002,Dried,Net kg,364,"HONG KONG, CHINA","39,202","32,065","392,197",0,0
03,0804502002,Dried,Net kg,412,JAPAN,"50,979","41,868","416,892",0,0
03,0804502002,Dried,Net kg,440,REPUBLIC OF KOREA,"6,750","5,521","81,300",0,0
03,0804502002,Dried,Net kg,500,MALAYSIA,"1,120",916,"9,739",0,0
03,0804502002,Dried,Net kg,720,SINGAPORE,"17,968","14,696","198,854",0,0
03,0804502002,Dried,Net kg,780,THAILAND,"17,724","14,496","70,987",0,0
03,0804502002,Dried,Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"8,250","6,748","112,200",0,0
03,0804502002,Dried,Net kg,860,UNITED STATES OF AMERICA,"285,826","233,775","2,577,977",0,0
03,0805900001,"Calamansi, fresh",Gross kg,052,BAHRAIN,44,44,106,0,0
03,0805900001,"Calamansi, fresh",Gross kg,364,"HONG KONG, CHINA","1,950","1,950",975,0,0
03,0805900001,"Calamansi, fresh",Gross kg,444,KUWAIT,353,353,667,0,0
03,0805900001,"Calamansi, fresh",Gross kg,704,SAUDI ARABIA,"1,282","1,282","2,107",0,0
03,0805900001,"Calamansi, fresh",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","7,523","7,523","3,386",0,0
03,0805900001,"Calamansi, fresh",Gross kg,840,OMAN,43,43,200,0,0
03,0805900001,"Calamansi, fresh",Gross kg,844,QATAR,367,367,580,0,0
03,0805900009,Other,Net kg,128,CANADA,"49,642","48,481","127,731",0,0
03,0805900009,Other,Net kg,364,"HONG KONG, CHINA","7,641","7,462","73,851",0,0
03,0805900009,Other,Net kg,440,REPUBLIC OF KOREA,"12,344","12,055","27,980",0,0
03,0805900009,Other,Net kg,820,RUSSIAN FEDERATION,"16,821","16,428","107,023",0,0
03,0805900009,Other,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","12,500","12,208","31,719",0,0
03,0805900009,Other,Net kg,860,UNITED STATES OF AMERICA,"18,702","18,264","53,197",0,0
03,0807209000,- - Other,Gross kg,052,BAHRAIN,165,165,502,0,0
03,0807209000,- - Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"191,521","191,521","140,490",0,0
03,0807209000,- - Other,Gross kg,412,JAPAN,"129,566","129,566","118,732",0,0
03,0807209000,- - Other,Gross kg,440,REPUBLIC OF KOREA,"82,837","82,837","93,953",0,0
03,0807209000,- - Other,Gross kg,444,KUWAIT,77,77,245,0,0
03,0807209000,- - Other,Gross kg,592,NEW ZEALAND,"74,448","74,448","71,618",0,0
03,0807209000,- - Other,Gross kg,720,SINGAPORE,"41,175","41,175","39,252",0,0
03,0807209000,- - Other,Gross kg,820,RUSSIAN FEDERATION,840,840,682,0,0
03,0807209000,- - Other,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","1,505","1,505","3,432",0,0
03,0807209000,- - Other,Gross kg,840,OMAN,110,110,315,0,0
03,0807209000,- - Other,Gross kg,844,QATAR,55,55,149,0,0
03,0810600000,-  Durians ,Gross kg,500,MALAYSIA,"4,080","4,080","3,195",0,0
03,0810600000,-  Durians ,Gross kg,704,SAUDI ARABIA,143,143,360,0,0
03,0810905000,- - Jackfruit (cempedak and nangka),Gross kg,364,"HONG KONG, CHINA","1,950","1,950","2,925",0,0
03,0810905000,- - Jackfruit (cempedak and nangka),Gross kg,444,KUWAIT,29,29,145,0,0
03,0810905000,- - Jackfruit (cempedak and nangka),Gross kg,704,SAUDI ARABIA,67,67,120,0,0
03,0810905000,- - Jackfruit (cempedak and nangka),Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",19,19,86,0,0
03,0810906000,- - Tamarinds,Gross kg,052,BAHRAIN,7,7,36,0,0
03,0810906000,- - Tamarinds,Gross kg,444,KUWAIT,64,64,101,0,0
03,0810906000,- - Tamarinds,Gross kg,704,SAUDI ARABIA,198,198,313,0,0
03,0810906000,- - Tamarinds,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",58,58,255,0,0
03,0810909901,Chicos,Gross kg,444,KUWAIT,9,9,39,0,0
03,0810909902,Lanzones,Gross kg,052,BAHRAIN,18,18,33,0,0
03,0810909902,Lanzones,Gross kg,444,KUWAIT,27,27,50,0,0
03,0810909902,Lanzones,Gross kg,704,SAUDI ARABIA,45,45,83,0,0
03,0810909902,Lanzones,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",201,201,50,0,0
03,0810909903,Santol,Gross kg,444,KUWAIT,64,64,42,0,0
03,0810909909,Other,Gross kg,052,BAHRAIN,67,67,67,0,0
03,0810909909,Other,Gross kg,444,KUWAIT,116,116,244,0,0
03,0810909909,Other,Gross kg,704,SAUDI ARABIA,462,462,611,0,0
03,0810909909,Other,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",26,26,50,0,0
03,0810909909,Other,Gross kg,844,QATAR,75,75,38,0,0
03,0810909909,Other,Gross kg,860,UNITED STATES OF AMERICA,165,165,170,0,0
03,0811900001,Mango,Net kg,268,FRANCE,"44,846","42,282","195,256",0,0
03,0811900001,Mango,Net kg,364,"HONG KONG, CHINA","16,607","15,657","47,526",0,0
03,0811900001,Mango,Net kg,412,JAPAN,"51,358","48,423","224,291",0,0
03,0811900002,Coconut,Net kg,860,UNITED STATES OF AMERICA,"66,175","62,867","278,370",0,0
03,0811900009,Other,Net kg,036,AUSTRALIA,"42,054","39,456","78,868",0,0
03,0811900009,Other,Net kg,128,CANADA,"27,532","25,831","58,904",0,0
03,0811900009,Other,Net kg,412,JAPAN,"12,001","11,259","45,449",0,0
03,0811900009,Other,Net kg,500,MALAYSIA,100,85,256,0,0
03,0811900009,Other,Net kg,844,QATAR,"8,788","8,245","16,931",0,0
03,0811900009,Other,Net kg,860,UNITED STATES OF AMERICA,"21,525","20,195","35,700",0,0
03,0811900009,Other,Net kg,868,GUAM,"4,173","3,915","9,502",0,0
03,0813409002,Jackfruit (langka),Net kg,500,MALAYSIA,168,151,"1,710",0,0
03,0813409009,Other,Net kg,364,"HONG KONG, CHINA","3,375","3,105","4,050",0,0
03,0813409009,Other,Net kg,500,MALAYSIA,224,204,"2,020",0,0
03,0813509000,- - Other,Net kg,412,JAPAN,"3,764","3,339","26,532",0,0
03,0902209000,- - Other,Net kg,844,QATAR,363,363,381,0,0
03,0904111002,In retail containers,Net kg,364,"HONG KONG, CHINA",271,244,"7,899",0,0
03,0904211002,In retail containers,Net kg,780,THAILAND,"33,919","33,481","204,636",0,0
03,0910991002,In retail containers,Net kg,364,"HONG KONG, CHINA",330,296,466,0,0
03,1005100000,-  Seed,Net kg,892,VIETNAM,"31,265","30,989","83,007",0,0
03,1005909001,A. In-Quota,Net kg,036,AUSTRALIA,"2,960","2,812","5,310",0,0
03,1101001009,Other,Net kg,364,"HONG KONG, CHINA","386,127","384,895","158,488",0,0
03,1101001009,Other,Net kg,780,THAILAND,"2,106,048","2,076,810","887,250",0,0
03,1101001009,Other,Net kg,892,VIETNAM,"3,650,112","3,638,469","1,431,040",0,0
03,1102909000,- - Other,Net kg,500,MALAYSIA,500,475,700,0,0
03,1106209001,Yam (ube),Net kg,412,JAPAN,520,482,"6,800",0,0
03,1106209009,Other,Net kg,128,CANADA,"14,404","13,684","15,859",0,0
03,1106209009,Other,Net kg,860,UNITED STATES OF AMERICA,"59,621","56,640","56,149",0,0
03,1106300001,Coconut,Net kg,036,AUSTRALIA,"34,568","32,776","48,375",0,0
03,1106300001,Coconut,Net kg,160,CHILE,408,387,384,0,0
03,1106300001,Coconut,Net kg,168,TAIWAN (REP. OF CHINA),"1,040",988,"1,000",0,0
03,1106300001,Coconut,Net kg,309,GERMANY,"26,023","23,064","31,520",0,0
03,1106300001,Coconut,Net kg,808,TURKEY,"1,631","1,546","2,175",0,0
03,1106300001,Coconut,Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"17,500","16,593","14,875",0,0
03,1106300001,Coconut,Net kg,860,UNITED STATES OF AMERICA,"174,362","165,323","161,407",0,0
03,1106300002,Banana,Net kg,412,JAPAN,"52,160","47,418","15,968",0,0
03,1106300002,Banana,Net kg,440,REPUBLIC OF KOREA,"124,000","112,728","42,640",0,0
03,1106300009,Other,Net kg,500,MALAYSIA,"20,000","19,529","11,748",0,0
03,1108120000,- -  Maize (corn) starch,Net kg,892,VIETNAM,"1,018",967,"1,179",0,0
03,1108130000,- -  Potato starch,Net kg,116,"MYANMAR, UNION OF (BURMA)","17,202","16,881","33,407",0,0
03,1108130000,- -  Potato starch,Net kg,892,VIETNAM,"16,875","16,875","72,092",0,0
03,1108199000,- - - Other,Net kg,740,SPAIN,"3,300","3,292","11,085",0,0
03,1201100000,- Seed,Net kg,500,MALAYSIA,"100,000","99,050","50,000",0,0
03,1201100000,- Seed,Net kg,780,THAILAND,"10,000","9,905","5,000",0,0
03,1209911000,- - - Onion seeds,Net kg,600,NIGER,12,10,945,0,0
03,1209911000,- - - Onion seeds,Net kg,776,"TANZANIA, UNITED REP. OF",588,558,"20,100",0,0
03,1209911000,- - - Onion seeds,Net kg,892,VIETNAM,709,674,"117,949",0,0
03,1209919009,Other,Net kg,072,"BENIN, PEOPLE'S REP. OF (DAHOMEY)",16,15,29,0,0
03,1209919009,Other,Net kg,116,"MYANMAR, UNION OF (BURMA)","1,536","1,435","210,364",0,0
03,1209919009,Other,Net kg,360,"HONDURAS, REPUBLIC OF",3,2,"5,205",0,0
03,1209919009,Other,Net kg,376,INDIA,"6,966","6,617","534,111",0,0
03,1209919009,Other,Net kg,412,JAPAN,"10,006","9,345","33,960",0,0
03,1209919009,Other,Net kg,780,THAILAND,"1,872","1,766","151,979",0,0
03,1209919009,Other,Net kg,784,TOGO,45,43,79,0,0
03,1209919009,Other,Net kg,880,BURKINA FASO (UPPER VOLTA),27,25,48,0,0
03,1209999000,- - - Other,Net kg,500,MALAYSIA,"40,000","38,000","350,000",0,0
03,1209999000,- - - Other,Net kg,860,UNITED STATES OF AMERICA,8,7,"18,165",0,0
03,1209999000,- - - Other,Net kg,892,VIETNAM,12,12,"15,428",0,0
03,1211909909,Other,Net kg,440,REPUBLIC OF KOREA,540,507,"1,800",0,0
03,1212211000,- - - Eucheuma spp.,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"882,043","861,163","1,671,260",0,0
03,1212211000,- - - Eucheuma spp.,Net kg,268,FRANCE,"80,000","79,822","20,700",0,0
03,1212211000,- - - Eucheuma spp.,Net kg,364,"HONG KONG, CHINA","16,073","16,037","14,098",0,0
03,1212211000,- - - Eucheuma spp.,Net kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"12,000","11,973","5,439",0,0
03,1212211000,- - - Eucheuma spp.,Net kg,860,UNITED STATES OF AMERICA,"264,000","263,412","211,200",0,0
03,1212219009,Other,Net kg,128,CANADA,"4,160","4,000","28,800",0,0
03,1212219009,Other,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"116,168","104,870","214,707",0,0
03,1212291900,- - - - Other,Net kg,092,BRAZIL,"40,320","36,398","319,200",0,0
03,1212292002,"Other eucheuma (e.g., dried)",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"389,125","387,249","719,720",0,0
03,1212292004,Sargassum,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"116,438","115,400","33,820",0,0
03,1212292009,Others,Net kg,128,CANADA,"10,400","9,389","72,300",0,0
03,1212292009,Others,Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"340,000","286,951","210,700",0,0
03,1212292009,Others,Net kg,860,UNITED STATES OF AMERICA,"40,800","38,250","140,000",0,0
03,1212990001,Banana blossoms,Net kg,364,"HONG KONG, CHINA","1,950","1,833","1,950",0,0
03,1212990001,Banana blossoms,Net kg,412,JAPAN,835,813,"1,302",0,0
03,1212990001,Banana blossoms,Net kg,704,SAUDI ARABIA,84,63,112,0,0
03,1212990001,Banana blossoms,Net kg,836,"UNITED ARAB EMIRATES, N.E.S.",140,135,316,0,0
03,1301909002,Elemi gum,Net kg,268,FRANCE,"24,500","23,493","83,850",0,0
03,1301909009,Other,Net kg,268,FRANCE,"16,500","15,822","50,250",0,0
03,1301909009,Other,Net kg,309,GERMANY,"11,000","10,548","20,000",0,0
03,1302119000,- - - Other,Net kg,412,JAPAN,"1,680","1,495","1,142",0,0
03,1302130000,- -  Of hops,Net kg,364,"HONG KONG, CHINA",45,40,549,0,0
03,1302391001,"Semi-refined, food grade",Net kg,012,ALGERIA,"4,128","3,977","31,000",1,1
03,1302391001,"Semi-refined, food grade",Net kg,032,ARGENTINA,"40,864","39,365","371,400",0,0
03,1302391001,"Semi-refined, food grade",Net kg,036,AUSTRALIA,"61,091","58,848","466,468",1,1
03,1302391001,"Semi-refined, food grade",Net kg,056,BANGLADESH,533,513,"7,270",0,0
03,1302391001,"Semi-refined, food grade",Net kg,064,BELGIUM,"281,150","269,116","1,897,752",0,0
03,1302391001,"Semi-refined, food grade",Net kg,092,BRAZIL,"89,256","85,998","811,290",0,0
03,1302391001,"Semi-refined, food grade",Net kg,128,CANADA,"1,040","1,002","7,000",0,0
03,1302391001,"Semi-refined, food grade",Net kg,160,CHILE,"33,664","32,430","341,000",0,0
03,1302391001,"Semi-refined, food grade",Net kg,164,PEOPLE'S REPUBLIC OF CHINA,"33,801","32,562","239,880",0,0
03,1302391001,"Semi-refined, food grade",Net kg,180,COLOMBIA,"1,532","1,476","14,850",0,0
03,1302391001,"Semi-refined, food grade",Net kg,212,DENMARK,"189,322","181,869","1,789,660",0,0
03,1302391001,"Semi-refined, food grade",Net kg,224,DOMINICAN REPUBLIC,"28,464","27,272","197,000",0,0
03,1302391001,"Semi-refined, food grade",Net kg,232,EGYPT ARAB REPUBLIC,"10,080","9,576","79,500",0,0
03,1302391001,"Semi-refined, food grade",Net kg,268,FRANCE,"79,040","75,940","794,922",0,0
03,1302391001,"Semi-refined, food grade",Net kg,309,GERMANY,"156,204","150,477","1,461,180",0,0
03,1302391001,"Semi-refined, food grade",Net kg,324,GREECE,"4,032","3,884","34,650",0,0
03,1302391001,"Semi-refined, food grade",Net kg,340,GUATEMALA,"2,520","2,394","13,000",0,0
03,1302391001,"Semi-refined, food grade",Net kg,376,INDIA,"129,409","124,395","884,738",0,0
03,1302391001,"Semi-refined, food grade",Net kg,380,INDONESIA,"6,149","5,923","47,275",0,0
03,1302391001,"Semi-refined, food grade",Net kg,392,IRELAND,"26,420","25,067","176,956",0,0
03,1302391001,"Semi-refined, food grade",Net kg,396,ISRAEL,"2,167","2,066","17,273",0,0
03,1302391001,"Semi-refined, food grade",Net kg,412,JAPAN,"33,404","32,180","306,600",0,0
03,1302391001,"Semi-refined, food grade",Net kg,424,JORDAN,"6,108","5,884","43,200",0,0
03,1302391001,"Semi-refined, food grade",Net kg,440,REPUBLIC OF KOREA,"2,024","1,950","26,340",0,0
03,1302391001,"Semi-refined, food grade",Net kg,500,MALAYSIA,"24,332","23,344","253,624",0,0
03,1302391001,"Semi-refined, food grade",Net kg,536,MEXICO,"256,140","246,422","1,629,900",0,0
03,1302391001,"Semi-refined, food grade",Net kg,576,NETHERLANDS,"186,121","178,586","1,465,164",0,0
03,1302391001,"Semi-refined, food grade",Net kg,592,NEW ZEALAND,"36,986","35,630","190,308",0,0
03,1302391001,"Semi-refined, food grade",Net kg,604,NIGERIA,"1,613","1,554","18,400",0,0
03,1302391001,"Semi-refined, food grade",Net kg,624,"PAKISTAN, ISLAMIC REP. OF",202,194,"6,400",0,0
03,1302391001,"Semi-refined, food grade",Net kg,640,PERU,"21,605","20,758","154,380",0,0
03,1302391001,"Semi-refined, food grade",Net kg,648,POLAND,"25,782","24,673","212,447",0,0
03,1302391001,"Semi-refined, food grade",Net kg,704,SAUDI ARABIA,"4,886","4,663","38,475",0,0
03,1302391001,"Semi-refined, food grade",Net kg,720,SINGAPORE,"5,206","5,002","37,630",0,0
03,1302391001,"Semi-refined, food grade",Net kg,732,"SOUTH AFRICA, REP. OF ","3,024","2,873","21,240",0,0
03,1302391001,"Semi-refined, food grade",Net kg,740,SPAIN,"227,336","218,186","1,816,955",0,0
03,1302391001,"Semi-refined, food grade",Net kg,748,SRI LANKA  (CEYLON),517,497,"4,560",0,0
03,1302391001,"Semi-refined, food grade",Net kg,780,THAILAND,"119,493","115,152","727,083",0,0
03,1302391001,"Semi-refined, food grade",Net kg,808,TURKEY,"73,820","70,911","580,800",0,0
03,1302391001,"Semi-refined, food grade",Net kg,820,RUSSIAN FEDERATION,"124,351","118,891","1,015,224",0,0
03,1302391001,"Semi-refined, food grade",Net kg,836,"UNITED ARAB EMIRATES, N.E.S.","19,232","18,501","137,130",0,0
