MONTH,PSCC2022,COMMODITY_DESCRIPTION,UNIT,COUNTRY CODE,COUNTRY OF DESTINATION,GROSS KILO (in kg),QUANTITY (various),FREE_ON_BOARD,INSURANCE (in USD),FREIGHT (in USD)
01,0301199009,Other,Gross kg,440,REPUBLIC OF KOREA,"18,100","18,100","15,559",0,0
01,0301199009,Other,Gross kg,444,KUWAIT,"1,000","1,000",807,0,0
01,0301199009,Other,Gross kg,484,MACAU,"5,600","5,600","3,066",0,0
01,0301199009,Other,Gross kg,500,MALAYSIA,"7,400","7,400","5,267",0,0
01,0301199009,Other,Gross kg,504,SABAH (COMPRISES MALAYSIA),300,300,231,0,0
01,0301199009,Other,Gross kg,520,MALTA,"1,000","1,000",364,0,0
01,0301199009,Other,Gross kg,576,NETHERLANDS,"2,100","2,100","4,296",0,0
01,0301199009,Other,Gross kg,608,NORWAY,"1,000","1,000",628,0,0
01,0301199009,Other,Gross kg,704,SAUDI ARABIA,500,500,190,0,0
01,0301199009,Other,Gross kg,720,SINGAPORE,"8,060","8,060","5,617",0,0
01,0301199009,Other,Gross kg,732,"SOUTH AFRICA, REP. OF ","1,460","1,460","1,123",0,0
01,0301199009,Other,Gross kg,740,SPAIN,300,300,439,0,0
01,0301199009,Other,Gross kg,764,SWEDEN,"1,500","1,500",458,0,0
01,0301199009,Other,Gross kg,768,SWITZERLAND,"1,400","1,400",978,0,0
01,0301199009,Other,Gross kg,780,THAILAND,"10,400","10,400","10,447",0,0
01,0301199009,Other,Gross kg,832,UKRAINE (UKRAINIAN S.S.R.),"1,000","1,000",377,0,0
01,0301199009,Other,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.",800,800,705,0,0
01,0301199009,Other,Gross kg,856,UK OF GREAT BRITAIN AND N. IRELAND,"17,300","17,300","23,349",0,0
01,0301199009,Other,Gross kg,860,UNITED STATES OF AMERICA,"204,840","204,840","207,947",0,0
01,0301199009,Other,Gross kg,872,HAWAII,"1,000","1,000",600,0,0
01,0301920000,- -  Eels (Anguilla spp.),Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"704,900","704,900","2,298,000",0,0
01,0301920000,- -  Eels (Anguilla spp.),Gross kg,168,TAIWAN (REP. OF CHINA),"170,400","170,400","379,500",0,0
01,0301920000,- -  Eels (Anguilla spp.),Gross kg,364,"HONG KONG, CHINA","12,769","12,769","54,700",0,0
01,0301920000,- -  Eels (Anguilla spp.),Gross kg,412,JAPAN,"1,650","1,650","19,675",0,0
01,0301920000,- -  Eels (Anguilla spp.),Gross kg,440,REPUBLIC OF KOREA,"1,108","1,108","57,800",0,0
01,0301992100,- - - - Breeding,Gross kg,440,REPUBLIC OF KOREA,448,448,80,0,0
01,0301992100,- - - - Breeding,Gross kg,500,MALAYSIA,"3,500","3,500","7,500",0,0
01,0301993901,Lapu-lapu,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"4,000","4,000","20,000",0,0
01,0301993901,Lapu-lapu,Gross kg,364,"HONG KONG, CHINA","753,671","753,671","2,889,445",0,0
01,0301993901,Lapu-lapu,Gross kg,484,MACAU,"126,803","126,803","663,320",0,0
01,0301993901,Lapu-lapu,Gross kg,892,VIETNAM,180,180,600,0,0
01,0301993909,Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"7,052","7,052","21,368",0,0
01,0301993909,Other,Gross kg,168,TAIWAN (REP. OF CHINA),50,50,30,0,0
01,0301993909,Other,Gross kg,364,"HONG KONG, CHINA","16,493","16,493","49,400",0,0
01,0301993909,Other,Gross kg,484,MACAU,271,271,"1,800",0,0
01,0302190000,- -  Other,Gross kg,868,GUAM,347,347,440,0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,128,CANADA,"7,300","7,300","19,800",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,268,FRANCE,"3,000","3,000","10,000",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,309,GERMANY,"13,000","13,000","36,200",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,364,"HONG KONG, CHINA","14,050","14,050","45,530",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,400,ITALY,"21,000","21,000","70,000",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,412,JAPAN,"4,659","4,659","15,964",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,576,NETHERLANDS,"50,200","50,200","176,200",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,720,SINGAPORE,"1,600","1,600","3,600",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,740,SPAIN,"2,500","2,500","26,000",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,768,SWITZERLAND,"48,000","48,000","224,200",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","4,300","4,300","11,800",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,860,UNITED STATES OF AMERICA,"39,395","39,395","185,685",0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,868,GUAM,780,780,947,0,0
01,0302320000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,872,HAWAII,"9,000","9,000","24,000",0,0
01,0302340000,- -  Bigeye tunas (Thunnus obesus),Gross kg,364,"HONG KONG, CHINA","1,200","1,200",720,0,0
01,0302420000,- - Anchovies (Engraulis spp.),Gross kg,868,GUAM,"1,864","1,864","2,712",0,0
01,0302420000,- - Anchovies (Engraulis spp.),Gross kg,892,VIETNAM,"100,000","100,000","240,000",0,0
01,0302430000,"- - Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",Gross kg,440,REPUBLIC OF KOREA,600,600,"1,200",0,0
01,0302440000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,168,TAIWAN (REP. OF CHINA),"16,270","16,270","18,480",0,0
01,0302440000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,364,"HONG KONG, CHINA","4,500","4,500","7,500",0,0
01,0302440000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,868,GUAM,"4,163","4,163","5,108",0,0
01,0302470000,- - Swordfish (Xiphias gladius),Gross kg,168,TAIWAN (REP. OF CHINA),"52,000","52,000","157,500",0,0
01,0302470000,- - Swordfish (Xiphias gladius),Gross kg,440,REPUBLIC OF KOREA,800,800,"1,500",0,0
01,0302590001,Milkfish (Bangus),Gross kg,868,GUAM,955,955,"1,075",0,0
01,0302891900,- - - - Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"117,000","117,000","196,500",0,0
01,0302891900,- - - - Other,Gross kg,168,TAIWAN (REP. OF CHINA),"167,630","167,630","203,020",0,0
01,0302891900,- - - - Other,Gross kg,268,FRANCE,"3,000","3,000","10,000",0,0
01,0302891900,- - - - Other,Gross kg,364,"HONG KONG, CHINA","195,816","195,816","360,800",0,0
01,0302891900,- - - - Other,Gross kg,440,REPUBLIC OF KOREA,"5,090","5,090","11,985",0,0
01,0302891900,- - - - Other,Gross kg,868,GUAM,"22,335","22,335","33,232",0,0
01,0303190001,Milkfish (Bangus),Gross kg,128,CANADA,"62,439","62,439","248,569",0,0
01,0303190001,Milkfish (Bangus),Gross kg,440,REPUBLIC OF KOREA,"6,400","6,400","7,200",0,0
01,0303190001,Milkfish (Bangus),Gross kg,576,NETHERLANDS,"11,695","11,695","52,359",0,0
01,0303190001,Milkfish (Bangus),Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","16,200","16,200","74,628",0,0
01,0303190001,Milkfish (Bangus),Gross kg,860,UNITED STATES OF AMERICA,"139,240","139,240","440,016",0,0
01,0303190001,Milkfish (Bangus),Gross kg,868,GUAM,324,324,648,0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,364,"HONG KONG, CHINA","5,300","5,300","55,440",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,400,ITALY,"75,020","75,020","461,373",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,412,JAPAN,"955,275","955,275","4,698,241",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,652,PORTUGAL,"104,280","104,280","466,288",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,740,SPAIN,"1,643,312","1,643,312","4,650,975",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,780,THAILAND,"349,640","349,640","699,280",0,0
01,0303420000,- -  Yellowfin tunas (Thunnus albacares),Gross kg,860,UNITED STATES OF AMERICA,"159,616","159,616","447,600",0,0
01,0303430000,- -  Skipjack or stripe-bellied bonito,Gross kg,576,NETHERLANDS,"23,931","23,931","124,020",0,0
01,0303430000,- -  Skipjack or stripe-bellied bonito,Gross kg,740,SPAIN,"301,705","301,705","1,647,620",0,0
01,0303490000,- -  Other,Gross kg,168,TAIWAN (REP. OF CHINA),"9,074","9,074","21,500",0,0
01,0303540000,"- - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Gross kg,868,GUAM,86,86,216,0,0
01,0303690000,- - Other,Gross kg,780,THAILAND,"12,500","12,500","80,000",0,0
01,0303891902,Round scad (Galunggong),Gross kg,780,THAILAND,"28,500","28,500","47,600",0,0
01,0303891909,Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,500","1,500","3,000",0,0
01,0303891909,Other,Gross kg,168,TAIWAN (REP. OF CHINA),"1,600","1,600","2,850",0,0
01,0303891909,Other,Gross kg,364,"HONG KONG, CHINA","1,188","1,188","1,056",0,0
01,0303891909,Other,Gross kg,412,JAPAN,400,400,"2,400",0,0
01,0303891909,Other,Gross kg,720,SINGAPORE,850,850,"4,200",0,0
01,0303891909,Other,Gross kg,868,GUAM,154,154,238,0,0
01,0303892900,- - - - Other,Gross kg,412,JAPAN,"5,054","5,054","21,419",0,0
01,0304870000,"- - Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",Gross kg,364,"HONG KONG, CHINA","1,820","1,820","9,800",0,0
01,0304870000,"- - Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",Gross kg,860,UNITED STATES OF AMERICA,"20,119","20,119","293,449",0,0
01,0304890009,Other,Gross kg,412,JAPAN,"132,180","132,180","758,747",0,0
01,0304990000,- - Other,Gross kg,412,JAPAN,"1,300","1,300","21,084",0,0
01,0305209000,- - Other,Gross kg,860,UNITED STATES OF AMERICA,826,826,"8,339",0,0
01,0305310006,Milkfish (bangus),Gross kg,440,REPUBLIC OF KOREA,"10,800","10,800","20,800",0,0
01,0305310006,Milkfish (bangus),Gross kg,860,UNITED STATES OF AMERICA,"3,100","3,100","17,914",0,0
01,0305399000,- - - Other,Gross kg,036,AUSTRALIA,"6,650","6,650","46,154",0,0
01,0305490000,- -  Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"11,088","11,088","90,698",0,0
01,0305490000,- -  Other,Gross kg,412,JAPAN,"256,286","256,286","501,717",0,0
01,0305490000,- -  Other,Gross kg,440,REPUBLIC OF KOREA,"33,201","33,201","263,004",0,0
01,0305490000,- -  Other,Gross kg,780,THAILAND,"11,088","11,088","5,280",0,0
01,0305592002,Herring,Gross kg,036,AUSTRALIA,"1,860","1,860","12,140",0,0
01,0305592002,Herring,Gross kg,860,UNITED STATES OF AMERICA,"2,853","2,853","10,000",0,0
01,0305592019,Other (marine),Gross kg,720,SINGAPORE,640,640,"12,800",0,0
01,0305592019,Other (marine),Gross kg,860,UNITED STATES OF AMERICA,"2,400","2,400","12,545",0,0
01,0305599001,Milkfish (bangus),Gross kg,036,AUSTRALIA,"1,062","1,062",617,0,0
01,0305699001,Milkfish,Gross kg,720,SINGAPORE,300,300,"1,508",0,0
01,0305699002,Other,Gross kg,364,"HONG KONG, CHINA",500,500,"1,500",0,0
01,0305699002,Other,Gross kg,412,JAPAN,"22,000","22,000","22,000",0,0
01,0305710000,- - Shark fins,Gross kg,364,"HONG KONG, CHINA","1,200","1,200","10,000",0,0
01,0306141001,Mud Crab (Scylla serrata),Gross kg,868,GUAM,40,40,54,0,0
01,0306141009,Other,Gross kg,868,GUAM,160,160,240,0,0
01,0306149001,Mud Crab (Scylla serrata),Gross kg,868,GUAM,27,27,108,0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,128,CANADA,"6,456","6,456","46,422",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,168,TAIWAN (REP. OF CHINA),"4,500","4,500","19,800",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,364,"HONG KONG, CHINA","6,992","6,992","18,150",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,412,JAPAN,"36,215","36,215","333,396",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,440,REPUBLIC OF KOREA,"9,680","9,680","118,560",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","9,000","9,000","132,750",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,860,UNITED STATES OF AMERICA,"74,668","74,668","591,620",0,0
01,0306171000,- - - Giant tiger prawns (Penaeus monodon),Gross kg,868,GUAM,"16,697","16,697","121,205",0,0
01,0306172000,- - - Whiteleg shrimps (Liptopenaeus vannamei),Gross kg,412,JAPAN,"94,155","94,155","507,030",0,0
01,0306172000,- - - Whiteleg shrimps (Liptopenaeus vannamei),Gross kg,440,REPUBLIC OF KOREA,"15,000","15,000","100,000",0,0
01,0306172000,- - - Whiteleg shrimps (Liptopenaeus vannamei),Gross kg,444,KUWAIT,"18,049","18,049","131,250",0,0
01,0306172000,- - - Whiteleg shrimps (Liptopenaeus vannamei),Gross kg,860,UNITED STATES OF AMERICA,"90,775","90,775","584,974",0,0
01,0306172000,- - - Whiteleg shrimps (Liptopenaeus vannamei),Gross kg,868,GUAM,100,100,130,0,0
01,0306179000,- - - Other,Gross kg,168,TAIWAN (REP. OF CHINA),"6,681","6,681","53,126",0,0
01,0306179000,- - - Other,Gross kg,412,JAPAN,"4,300","4,300","24,197",0,0
01,0306179000,- - - Other,Gross kg,868,GUAM,132,132,648,0,0
01,0306212000,"- - - Other, live",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,000","1,000","4,000",0,0
01,0306212000,"- - - Other, live",Gross kg,364,"HONG KONG, CHINA","1,250","1,250","5,000",0,0
01,0306222000,"- - - Other, live",Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"33,198","33,198","153,532",0,0
01,0306222000,"- - - Other, live",Gross kg,168,TAIWAN (REP. OF CHINA),"10,845","10,845","67,700",0,0
01,0306222000,"- - - Other, live",Gross kg,364,"HONG KONG, CHINA","56,513","56,513","262,495",0,0
01,0306222000,"- - - Other, live",Gross kg,484,MACAU,"20,693","20,693","114,000",0,0
01,0306241001,Mud crab (Scylla serrata),Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"14,400","14,400","77,200",0,0
01,0306241001,Mud crab (Scylla serrata),Gross kg,364,"HONG KONG, CHINA","96,610","96,610","376,598",0,0
01,0306241001,Mud crab (Scylla serrata),Gross kg,412,JAPAN,"2,300","2,300","12,600",0,0
01,0306241001,Mud crab (Scylla serrata),Gross kg,484,MACAU,"51,950","51,950","49,800",0,0
01,0306241001,Mud crab (Scylla serrata),Gross kg,868,GUAM,135,135,540,0,0
01,0306241009,Other,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"218,600","218,600","1,117,200",0,3
01,0306241009,Other,Gross kg,168,TAIWAN (REP. OF CHINA),"129,000","129,000","490,000",0,0
01,0306241009,Other,Gross kg,364,"HONG KONG, CHINA","221,909","221,909","810,520",0,0
01,0306241009,Other,Gross kg,412,JAPAN,300,300,"2,100",0,0
01,0306241009,Other,Gross kg,484,MACAU,"10,103","10,103","44,230",0,0
01,0306241009,Other,Gross kg,720,SINGAPORE,"68,350","68,350","351,563",0,0
01,0306241009,Other,Gross kg,868,GUAM,"1,122","1,122","1,514",0,0
01,0306242000,- - - Fresh or chilled,Gross kg,364,"HONG KONG, CHINA","1,600","1,600",800,0,0
01,0306242000,- - - Fresh or chilled,Gross kg,868,GUAM,619,619,786,0,0
01,0306272900,- - - - Other,Gross kg,364,"HONG KONG, CHINA","23,644","23,644","79,490",0,0
01,0306272900,- - - - Other,Gross kg,484,MACAU,"1,750","1,750","3,500",0,0
01,0306273100,- - - - Giant tiger prawns (Penaeus monodon),Gross kg,168,TAIWAN (REP. OF CHINA),"5,000","5,000","9,000",0,0
01,0306273100,- - - - Giant tiger prawns (Penaeus monodon),Gross kg,364,"HONG KONG, CHINA","3,300","3,300","9,900",0,0
01,0306273100,- - - - Giant tiger prawns (Penaeus monodon),Gross kg,626,"PALAU, REP. OF",300,300,"2,100",0,0
01,0306273100,- - - - Giant tiger prawns (Penaeus monodon),Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","18,000","18,000","180,000",0,0
01,0306273100,- - - - Giant tiger prawns (Penaeus monodon),Gross kg,868,GUAM,125,125,375,0,0
01,0306273900,- - - - Other,Gross kg,168,TAIWAN (REP. OF CHINA),"12,000","12,000","24,000",0,0
01,0306273900,- - - - Other,Gross kg,364,"HONG KONG, CHINA","1,335","1,335","4,320",0,0
01,0306274900,- - - - Other,Gross kg,412,JAPAN,"36,201","36,201","516,655",0,0
01,0307191000,- - - Frozen,Gross kg,168,TAIWAN (REP. OF CHINA),"58,706","58,706","36,267",0,0
01,0307212000,- - - Fresh or chilled,Gross kg,364,"HONG KONG, CHINA",334,334,200,0,0
01,0307291000,- - - Frozen,Gross kg,168,TAIWAN (REP. OF CHINA),"22,865","22,865","122,664",0,0
01,0307291000,- - - Frozen,Gross kg,364,"HONG KONG, CHINA",500,500,"5,000",0,0
01,0307291000,- - - Frozen,Gross kg,860,UNITED STATES OF AMERICA,"63,933","63,933","185,072",0,0
01,0307411000,- - - Live,Gross kg,868,GUAM,50,50,80,0,0
01,0307412000,- - - Fresh or chilled,Gross kg,868,GUAM,"1,426","1,426","1,860",0,0
01,0307491000,- - - Frozen,Gross kg,168,TAIWAN (REP. OF CHINA),"155,020","155,020","403,323",0,0
01,0307491000,- - - Frozen,Gross kg,364,"HONG KONG, CHINA","53,151","53,151","324,072",0,0
01,0307491000,- - - Frozen,Gross kg,412,JAPAN,"38,255","38,255","263,000",0,0
01,0307491000,- - - Frozen,Gross kg,440,REPUBLIC OF KOREA,"9,612","9,612","104,790",0,0
01,0307491000,- - - Frozen,Gross kg,868,GUAM,262,262,790,0,0
01,0307491000,- - - Frozen,Gross kg,892,VIETNAM,"8,558","8,558","44,825",0,0
01,0307591000,- - - Frozen,Gross kg,036,AUSTRALIA,"11,024","11,024","51,675",0,0
01,0307591000,- - - Frozen,Gross kg,064,BELGIUM,"11,024","11,024","51,675",0,0
01,0307591000,- - - Frozen,Gross kg,128,CANADA,"18,711","18,711","55,243",0,0
01,0307591000,- - - Frozen,Gross kg,168,TAIWAN (REP. OF CHINA),"14,089","14,089","81,584",0,0
01,0307591000,- - - Frozen,Gross kg,324,GREECE,"25,000","25,000","100,000",0,0
01,0307591000,- - - Frozen,Gross kg,380,INDONESIA,"35,849","35,849","147,711",0,0
01,0307591000,- - - Frozen,Gross kg,400,ITALY,"25,058","25,058","100,000",0,0
01,0307591000,- - - Frozen,Gross kg,412,JAPAN,"39,071","39,071","295,258",2,2
01,0307591000,- - - Frozen,Gross kg,440,REPUBLIC OF KOREA,"84,028","84,028","507,082",0,0
01,0307591000,- - - Frozen,Gross kg,536,MEXICO,"23,800","23,800","100,000",0,0
01,0307591000,- - - Frozen,Gross kg,860,UNITED STATES OF AMERICA,"303,660","303,660","1,386,959",0,0
01,0307591000,- - - Frozen,Gross kg,892,VIETNAM,"13,650","13,650","49,400",0,0
01,0307592000,"- - - Dried, salted or in brine",Gross kg,412,JAPAN,"7,000","7,000","70,000",0,0
01,0307601000,- - Live,Gross kg,860,UNITED STATES OF AMERICA,80,80,"2,259",0,0
01,0307711001,Arkshell (akagai),Gross kg,440,REPUBLIC OF KOREA,"1,000","1,000",100,0,0
01,0307711002,Ruditapes,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"59,900","59,900","103,500",0,0
01,0307711002,Ruditapes,Gross kg,168,TAIWAN (REP. OF CHINA),"94,300","94,300","214,500",0,0
01,0307711002,Ruditapes,Gross kg,364,"HONG KONG, CHINA","116,702","116,702","270,450",0,0
01,0307711003,Giant Clams,Gross kg,168,TAIWAN (REP. OF CHINA),500,500,"1,200",0,0
01,0307711004,Other Clams,Gross kg,168,TAIWAN (REP. OF CHINA),"1,500","1,500","3,600",0,0
01,0307711004,Other Clams,Gross kg,440,REPUBLIC OF KOREA,"1,000","1,000",100,0,0
01,0307711009,Other,Gross kg,440,REPUBLIC OF KOREA,"1,000","1,000",100,0,0
01,0307812000,- - - Fresh or chilled,Gross kg,364,"HONG KONG, CHINA",600,600,"1,000",0,0
01,0307891000,- - - Frozen,Gross kg,440,REPUBLIC OF KOREA,"10,258","10,258","138,348",0,0
01,0307999000,- - -  Other,Gross kg,168,TAIWAN (REP. OF CHINA),"31,900","31,900","11,395",0,0
01,0307999000,- - -  Other,Gross kg,364,"HONG KONG, CHINA","22,282","22,282","112,506",0,0
01,0308191000,- - -  Frozen,Gross kg,720,SINGAPORE,"4,900","4,900","14,500",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,364,"HONG KONG, CHINA","2,462","2,462","39,470",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,440,REPUBLIC OF KOREA,"2,107","2,107","172,934",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,500,MALAYSIA,846,846,"27,662",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,720,SINGAPORE,"2,650","2,650","81,325",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,780,THAILAND,172,172,"2,533",0,0
01,0308192000,"- - -  Dried, salted or in brine",Gross kg,892,VIETNAM,"15,500","15,500","130,000",0,0
01,0308292000,"- - -  Dried, salted or in brine",Gross kg,412,JAPAN,"4,640","4,640","11,117",0,0
01,0308301000,- -  Live,Gross kg,164,PEOPLE'S REPUBLIC OF CHINA,"1,000","1,000",150,0,0
01,0402104900,- - - Other,Gross kg,892,VIETNAM,105,105,"1,866",0,0
01,0402219000,- - - Other,Gross kg,626,"PALAU, REP. OF",118,118,342,0,0
01,0402990001,Evaporated full cream milk,Gross kg,036,AUSTRALIA,"50,774","50,774","139,996",0,0
01,0402990001,Evaporated full cream milk,Gross kg,440,REPUBLIC OF KOREA,600,600,"5,500",0,0
01,0402990001,Evaporated full cream milk,Gross kg,609,NORTHERN MARIANA ISLANDS,"4,000","4,000","7,167",0,0
01,0402990003,Cream,Gross kg,128,CANADA,"318,329","318,329","166,166",0,0
01,0402990003,Cream,Gross kg,380,INDONESIA,"177,625","177,625","87,500",0,0
01,0402990003,Cream,Gross kg,434,KIRIBATI,"126,875","126,875","62,500",0,0
01,0402990003,Cream,Gross kg,484,MACAU,"121,800","121,800","60,000",0,0
01,0402990003,Cream,Gross kg,500,MALAYSIA,"375,550","375,550","185,000",0,0
01,0402990003,Cream,Gross kg,720,SINGAPORE,"194,880","194,880","96,000",0,0
01,0402990003,Cream,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","275,065","275,065","135,500",0,0
01,0402990003,Cream,Gross kg,892,VIETNAM,"415,480","415,480","212,139",0,0
01,0402990009,Other ,Gross kg,380,INDONESIA,"76,125","76,125","37,500",0,0
01,0402990009,Other ,Gross kg,720,SINGAPORE,"445,585","445,585","219,500",0,0
01,0403102000,"- - In liquid form, whether or not condensed",Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","4,875","4,875","22,245",0,0
01,0403109000,- - Other,Gross kg,444,KUWAIT,27,27,142,0,0
01,0403909001,Sour milk,Gross kg,052,BAHRAIN,"6,800","6,800","3,614",0,0
01,0403909001,Sour milk,Gross kg,444,KUWAIT,"3,400","3,400","18,072",0,0
01,0403909001,Sour milk,Gross kg,836,"UNITED ARAB EMIRATES, N.E.S.","32,640","32,640","27,569",0,0
01,0403909001,Sour milk,Gross kg,844,QATAR,"9,520","9,520","39,182",0,0
01,0405100000,-  Butter,Gross kg,500,MALAYSIA,"9,040","9,040","44,676",0,0
01,0405909000,- - Other,Gross kg,036,AUSTRALIA,"2,837","2,837","8,548",0,0
01,0406209000,- - Other,Gross kg,412,JAPAN,230,230,"1,534",0,0
01,0406300000,"-  Processed cheese, not grated or powdered",Gross kg,444,KUWAIT,21,21,111,0,0
01,0406300000,"-  Processed cheese, not grated or powdered",Gross kg,860,UNITED STATES OF AMERICA,"1,160","1,160","1,576",0,0
